scenario,seed,sensor,alpha,target_expert,drift_reliability,drift_modulation_factor,coord_threshold_v75,coord_threshold_v73,single_action,reliability_spike,reliability_drift,reliability_flat,reliability_dropout,coef_v75_spike,coef_v75_drift,coef_v75_flat,coef_v75_dropout
medium,123,sensor_509_multivar_labeled,0.6,drift,0.1999746096229529,0.6799898438491812,0.925,0.925,flat_std_w18,0.9067725347635944,0.1999746096229529,0.6855982236150596,0.1942069609904228,7.754281482857621,3.710983278794368,6.195679079359838,0.6908045567972375
medium,123,sensor_510_multivar_labeled,0.6,drift,0.4128662954138643,0.7651465181655457,0.9,0.9,flat_std_w36,0.9161657724238408,0.4128662954138643,0.6962293333136063,0.7372426654934559,3.6819294201425934,-0.5655091868021911,3.1454558648012267,0.0479347704865687
medium,123,sensor_511_multivar_labeled,0.6,drift,0.3938353778088762,0.7575341511235505,0.7999999999999999,0.7999999999999999,flat_std_w18,0.9260539623985926,0.3938353778088762,0.6211899846425664,0.1933481152993348,2.96957221116369,-0.2237315024958002,1.3006213244700389,2.786513834726261
medium,321,sensor_501_multivar_labeled,0.6,drift,0.2,0.6799999999999999,0.4999999999999999,0.4999999999999999,flat_std_w18,0.8187364029192603,0.2,0.4057474869669367,0.1879621668099742,2.080740209528766,0.0950484464807603,1.030672441100846,1.5485096854991445
medium,321,sensor_502_multivar_labeled,0.6,drift,0.2,0.6799999999999999,0.625,0.625,flat_std_w18,0.8188860350362908,0.2,0.6003966065076752,0.7596696386720512,1.9912745793275977,1.2258880703090551,0.8812991468316139,1.196094122734055
medium,321,sensor_505_multivar_labeled,0.6,drift,0.1992266047950502,0.6796906419180201,0.85,0.85,low_range_w24,0.926111417942162,0.1992266047950502,0.1918119787717968,0.1907505686125853,1.552567912901842,1.1350615491105318,0.8559857305731735,1.7774267696343955
medium,321,sensor_506_multivar_labeled,0.6,drift,0.1997723392145703,0.6799089356858281,0.9,0.9,dropout_w24,0.8284144487302545,0.1997723392145703,0.1711442786069651,0.9069191980404836,3.2959637968614204,1.061154756819708,2.653006099713428,1.018242984613843
medium,321,sensor_507_multivar_labeled,0.6,drift,0.1992481203007519,0.6796992481203008,0.5499999999999999,0.5499999999999999,flat_std_w18,0.5991704374057316,0.1992481203007519,0.518481943520541,0.1957894736842105,2.4048882540828167,0.4436820595024784,1.0167733390697962,0.9554610694238316
medium,321,sensor_508_multivar_labeled,0.6,drift,0.1988235294117647,0.6795294117647059,0.6,0.6,hampel_w31_k2.5,0.7169344747180382,0.1988235294117647,0.1958236658932715,0.1831399845320959,2.974007157731108,1.86361472111903,-1.374606896629642,2.468428757239816
medium,321,sensor_509_multivar_labeled,0.6,drift,0.4025889452447787,0.7610355780979114,0.925,0.925,flat_std_w18,0.8799809086523105,0.4025889452447787,0.1637000700770848,0.1933193179163747,3.16425660756299,1.2277457676354675,0.4234210974976655,2.2576586700487806
medium,321,sensor_510_multivar_labeled,0.6,drift,0.1999375975039001,0.6799750390015601,0.7999999999999999,0.7999999999999999,flat_std_w36,0.904357419505129,0.1999375975039001,0.7949422288449705,0.1918564742589703,3.1231920279833822,0.8522242331855192,3.678250443223096,-1.6558953383754338
medium,321,sensor_511_multivar_labeled,0.6,drift,0.1826311899482631,0.6730524759793053,0.925,0.925,flat_std_w18,0.7137868479310452,0.1826311899482631,0.1879526977087953,0.7199040342026414,2.109418237077352,-0.7320446439157371,2.6157083223429147,0.4685455057290035
medium,42,sensor_501_multivar_labeled,0.6,drift,0.1791917454858125,0.671676698194325,0.65,0.65,flat_std_w18,0.6644476796847363,0.1791917454858125,0.1888220120378332,0.5947838495020283,1.7755334573676804,-0.6321462425769182,2.919212060821892,-2.9166237703512845
medium,42,sensor_502_multivar_labeled,0.6,drift,0.1895142636854279,0.6758057054741712,0.7,0.7,flat_std_w18,0.9261093143418716,0.1895142636854279,0.6114725310797121,0.7253054627549987,2.674865224467714,-0.7147684466354546,0.905384664371196,1.7924416964036811
medium,42,sensor_505_multivar_labeled,0.6,drift,0.4267340822658565,0.7706936329063426,0.6,0.6,flat_std_w18,0.867163665469064,0.4267340822658565,0.6022182682387468,0.1907505686125853,3.003374437907875,-0.295654031265342,1.0888274636868878,1.693441319522239
medium,42,sensor_506_multivar_labeled,0.6,drift,0.4292510300378659,0.7717004120151464,0.925,0.925,low_range_w24,0.8786312238777889,0.4292510300378659,0.1822466614296936,0.199057344854674,3.4187877125083146,-0.1215640616521767,5.33686097998032,-4.647911078643453
medium,42,sensor_507_multivar_labeled,0.6,drift,0.1774436090225564,0.6709774436090226,0.7999999999999999,0.775,low_range_w24,0.7467157841381501,0.1774436090225564,0.1916992952231793,0.7285472243347166,3.205003437004956,4.654146007852511,4.989701671051994,-0.9663149026378872
medium,42,sensor_508_multivar_labeled,0.6,drift,0.1974789915966386,0.6789915966386555,0.95,0.95,z_w21_t3,0.8395729813664596,0.1974789915966386,0.3964648913516538,0.1927300850734725,3.904929520709113,0.1392943656241014,-1.261887242069861,3.31571382534122
medium,42,sensor_509_multivar_labeled,0.6,drift,0.1918476991357159,0.6767390796542864,0.675,0.675,z_w21_t3,0.8871660898043092,0.1918476991357159,0.3017815808730194,0.7218252059349347,3.849581026010618,0.5498671189990513,-2.6988587742731998,3.795823593168026
medium,42,sensor_510_multivar_labeled,0.6,drift,0.4053012671088016,0.7621205068435206,0.9,0.9,flat_std_w36,0.9598273155416012,0.4053012671088016,0.794827955473091,0.1906084243369734,2.8478131857163573,1.04554155565144,3.922393483245373,-1.806098747239684
medium,42,sensor_511_multivar_labeled,0.6,drift,0.199630450849963,0.6798521803399852,0.95,0.95,flat_std_w18,0.8972107351273306,0.199630450849963,0.1917960088691796,0.193569844789357,2.943639152867759,-0.529074046697262,2.506771931971935,0.2311731798272973
medium,777,sensor_501_multivar_labeled,0.6,drift,0.2,0.6799999999999999,0.7999999999999999,0.7999999999999999,z_w21_t3,0.7501061866816763,0.2,0.1888220120378332,0.525803553058425,5.013406315857137,0.969046185999184,-3.318800327822705,5.830732052920904
medium,777,sensor_502_multivar_labeled,0.6,drift,0.1910562837316885,0.6764225134926753,0.825,0.825,flat_std_w18,0.5247973363535505,0.1910562837316885,0.1861218195836546,0.6986188158314346,3.3418412109955407,0.0328810091010788,1.947173813849665,0.2610836948091865
medium,777,sensor_505_multivar_labeled,0.6,drift,0.1825212683681361,0.6730085073472545,0.7,0.7,flat_std_w18,0.6438545912154638,0.1825212683681361,0.5663360211384888,0.7020813274230201,1.8426802066454728,2.0472557814553736,1.8851605668944964,1.030236244477038
medium,777,sensor_506_multivar_labeled,0.6,drift,0.1997507011530072,0.6799002804612029,0.95,0.95,flat_std_w18,0.8034120571750328,0.1997507011530072,0.198114689709348,0.1984812778214192,3.14459047382569,2.1814569526276024,3.898788843350852,0.1482855568049137
medium,777,sensor_507_multivar_labeled,0.6,drift,0.3890878090366582,0.7556351236146632,0.9,0.9,flat_std_w18,0.7967342105862099,0.3890878090366582,0.1885714285714285,0.195187969924812,2.377557964327066,-0.0515964513028146,3.0410084520141387,-2.2521760407794904
medium,777,sensor_508_multivar_labeled,0.6,drift,0.1998283261802575,0.679931330472103,0.95,0.95,dropout_w12,0.7554959244026777,0.1998283261802575,0.1958132045088567,0.1925754060324826,3.8237836531071063,2.7683450494303155,0.5743283352101072,4.198522622828598
medium,777,sensor_509_multivar_labeled,0.6,drift,0.4067370969388183,0.7626948387755274,0.85,0.85,flat_std_w36,0.934752070773906,0.4067370969388183,0.1909732360097323,0.798772271341809,3.517754105288468,0.1787979835296488,1.064100364767552,1.242247060520658
medium,777,sensor_510_multivar_labeled,0.6,drift,0.2,0.6799999999999999,0.875,0.875,flat_std_w18,0.8844030576922457,0.2,0.1870202808112324,0.191575663026521,3.402893288994393,-0.2037903278746483,2.9835816087385547,0.8740542908928302
medium,777,sensor_511_multivar_labeled,0.6,drift,0.1993348115299335,0.6797339246119734,0.9,0.9,z_w21_t3,0.7881414397489408,0.1993348115299335,0.1887657058388765,0.7209115788935062,2.544269428587904,0.6023501293915825,4.092556076737794,-3.833372313539887
medium,999,sensor_501_multivar_labeled,0.6,drift,0.1867583834909716,0.6747033533963886,0.825,0.825,flat_std_w18,0.6825169277275418,0.1867583834909716,0.173688736027515,0.6047297176261139,2.743121436596671,-1.0968664339672651,3.4558898831260176,-2.3920190110188635
medium,999,sensor_502_multivar_labeled,0.6,drift,0.1833333333333333,0.6733333333333333,0.725,0.725,low_range_w24,0.7139628562964411,0.1833333333333333,0.5000789534457787,0.1962991518889745,2.970543182954974,-1.1162551197802566,1.9829473909866864,0.9180436801126712
medium,999,sensor_505_multivar_labeled,0.6,drift,0.1734647460197119,0.6693858984078848,0.65,0.65,flat_std_w18,0.8467692624280345,0.1734647460197119,0.1918119787717968,0.683538094146514,2.43909409716405,1.406104920018545,1.5941628354545705,-0.5159124209974237
medium,999,sensor_506_multivar_labeled,0.6,drift,0.397197195047304,0.7588788780189216,0.675,0.675,z_w21_t3,0.7178800560787088,0.397197195047304,0.1945376955903272,0.9194672601939776,3.355018718264573,0.1343428837163566,1.2190586521545888,0.5793815410406764
medium,999,sensor_507_multivar_labeled,0.6,drift,0.4276588295011694,0.7710635318004677,0.65,0.65,low_range_w24,0.7142289690449976,0.4276588295011694,0.1758809710258418,0.65167158492826,2.115977209648453,1.3077262634338285,1.4292142397152652,0.5302021118079105
medium,999,sensor_508_multivar_labeled,0.6,drift,0.2,0.6799999999999999,0.4499999999999999,0.4499999999999999,flat_std_w18,0.713769742686438,0.2,0.5704187215566396,0.5819926259681831,3.466503689224271,-0.8426077905500684,0.0151913278661098,2.015055193618104
medium,999,sensor_509_multivar_labeled,0.6,drift,0.4086966117555661,0.7634786447022265,0.9,0.9,flat_std_w18,0.9201993870204268,0.4086966117555661,0.1852311435523114,0.6947908985078205,3.837120352721192,0.7384772486270833,3.454678948492163,-0.3338129964399483
medium,999,sensor_510_multivar_labeled,0.6,drift,0.1893291731669266,0.6757316692667706,0.875,0.875,flat_std_w18,0.9241139196617476,0.1893291731669266,0.1929797191887675,0.1911700468018721,2.425564956473228,0.6689743448569766,4.73170089493988,-2.9827130651857385
medium,999,sensor_511_multivar_labeled,0.6,drift,0.4065318266160608,0.7626127306464243,0.85,0.85,flat_std_w18,0.933129175946548,0.4065318266160608,0.5640597182545987,0.1909830007390983,4.231127777268179,0.297566983978034,2.191313944091016,0.8432480590503159
