scenario,seed,sensor,ablation,tp,tn,fp,fn,accuracy,precision,recall,f1,fpr,fnr,specificity,balanced_accuracy,mcc,reward
high,123,sensor_509_multivar_labeled,without_flat,773,10923,673,476,0.9105488516932658,0.5345781466113416,0.6188951160928743,0.5736549165120594,0.058037254225595,0.3811048839071257,0.941962745774405,0.7804289309336396,0.5257395041830426,0.5181962438274307
high,123,sensor_509_multivar_labeled,without_dropout,1205,10732,864,44,0.9293110159595174,0.5824069598840019,0.9647718174539632,0.7263411693791441,0.0745084511900655,0.0352281825460368,0.9254915488099345,0.9451316831319488,0.7175378065256974,0.6961952703203975
high,123,sensor_510_multivar_labeled,full,809,7290,314,1203,0.8422420965058236,0.7203918076580588,0.4020874751491053,0.5161084529505583,0.0412940557601262,0.5979125248508946,0.9587059442398738,0.6803967096944896,0.4569547644206863,0.456804411945179
high,123,sensor_510_multivar_labeled,without_spike,796,7279,325,1216,0.8397462562396006,0.7100802854594113,0.3956262425447316,0.5081391637408235,0.0427406628090478,0.6043737574552683,0.957259337190952,0.6764427898678419,0.4472851257553018,0.449588472984797
high,123,sensor_510_multivar_labeled,without_drift,802,7285,319,1210,0.8409941763727121,0.7154326494201606,0.3986083499005964,0.5119693584423874,0.0419516044187269,0.6013916500994035,0.958048395581273,0.6783283727409347,0.4520651066949882,0.4530884532404047
high,123,sensor_510_multivar_labeled,without_flat,823,7152,452,1189,0.829346921797005,0.6454901960784314,0.4090457256461232,0.5007605719501064,0.0594423987375065,0.5909542743538767,0.9405576012624934,0.6748016634543084,0.4193208390507789,0.4389352646093989
high,123,sensor_510_multivar_labeled,without_dropout,814,7280,324,1198,0.8417221297836939,0.7152899824253075,0.404572564612326,0.5168253968253969,0.0426091530773277,0.595427435387674,0.9573908469226724,0.6809817057674992,0.4558079314050437,0.4569757800111897
high,123,sensor_511_multivar_labeled,full,74,3078,191,718,0.7761635065254864,0.2792452830188679,0.0934343434343434,0.1400189214758751,0.0584276537167329,0.9065656565656566,0.941572346283267,0.5175033448588052,0.0561610291250361,0.1270828447756037
high,123,sensor_511_multivar_labeled,without_spike,52,3067,202,740,0.7680374292046294,0.2047244094488189,0.0656565656565656,0.0994263862332696,0.0617925971245029,0.9343434343434344,0.9382074028754972,0.5019319842660314,0.0063225945881389,0.0889682452068135
high,123,sensor_511_multivar_labeled,without_drift,74,3078,191,718,0.7761635065254864,0.2792452830188679,0.0934343434343434,0.1400189214758751,0.0584276537167329,0.9065656565656566,0.941572346283267,0.5175033448588052,0.0561610291250361,0.1270828447756037
high,123,sensor_511_multivar_labeled,without_flat,78,3100,169,714,0.7825658704752524,0.3157894736842105,0.0984848484848484,0.1501443695861405,0.051697766901193,0.9015151515151516,0.948302233098807,0.5233935407918278,0.0775634621836803,0.13930906522173
high,123,sensor_511_multivar_labeled,without_dropout,67,3083,186,725,0.7756710169908889,0.2648221343873518,0.0845959595959596,0.1282296650717703,0.0568981339859284,0.9154040404040404,0.9431018660140716,0.5138489128050155,0.0454053468086876,0.1171156439205944
high,321,sensor_501_multivar_labeled,full,131,1205,58,351,0.7656160458452722,0.6931216931216931,0.2717842323651452,0.390461997019374,0.0459224069675376,0.7282157676348547,0.9540775930324624,0.6129309126988038,0.3249618135156534,0.3566191816397621
high,321,sensor_501_multivar_labeled,without_spike,143,1145,118,339,0.73810888252149,0.5478927203065134,0.2966804979253112,0.3849259757738896,0.0934283452098179,0.7033195020746889,0.906571654790182,0.6016260763577467,0.254813917254258,0.3350619120008389
high,321,sensor_501_multivar_labeled,without_drift,132,1198,65,350,0.7621776504297995,0.6700507614213198,0.2738589211618257,0.3888070692194403,0.0514647664291369,0.7261410788381742,0.948535233570863,0.6111970773663444,0.3142172124383974,0.3524819950675802
high,321,sensor_501_multivar_labeled,without_flat,38,1258,5,444,0.7426934097421204,0.8837209302325582,0.0788381742738589,0.1447619047619047,0.0039588281868566,0.921161825726141,0.9960411718131432,0.5374396730435012,0.2159599567552569,0.2209565661412128
high,321,sensor_501_multivar_labeled,without_dropout,37,1262,1,445,0.7444126074498567,0.9736842105263158,0.0767634854771784,0.1423076923076923,0.0007917656373713,0.9232365145228216,0.9992082343626286,0.5379858599199036,0.2327386943151436,0.2330409621968253
high,321,sensor_502_multivar_labeled,full,72,1699,151,25,0.9096045197740112,0.3228699551569506,0.7422680412371134,0.45,0.0816216216216216,0.2577319587628865,0.9183783783783784,0.8303232098077459,0.4513565557076462,0.4654487434825144
high,321,sensor_502_multivar_labeled,without_spike,57,1736,114,40,0.9209039548022598,0.3333333333333333,0.5876288659793815,0.4253731343283581,0.0616216216216216,0.4123711340206185,0.9383783783783785,0.7630036221788798,0.4043374062725283,0.4115444080794134
high,321,sensor_502_multivar_labeled,without_drift,72,1700,150,25,0.9101181304571136,0.3243243243243243,0.7422680412371134,0.45141065830721,0.081081081081081,0.2577319587628865,0.918918918918919,0.8305934800780161,0.452610864200422,0.4663557491499192
high,321,sensor_502_multivar_labeled,without_flat,77,1603,247,20,0.8628659476117103,0.2376543209876543,0.7938144329896907,0.3657957244655582,0.1335135135135135,0.2061855670103092,0.8664864864864865,0.8301504597380887,0.3857286242959333,0.4250492027032052
high,321,sensor_502_multivar_labeled,without_dropout,55,1768,82,42,0.936312275295326,0.4014598540145985,0.5670103092783505,0.4700854700854701,0.0443243243243243,0.4329896907216495,0.9556756756756756,0.7613429924770131,0.4446445930739386,0.437428099991724
high,321,sensor_505_multivar_labeled,full,49,1473,8,451,0.7682988389702171,0.8596491228070176,0.098,0.1759425493716337,0.0054017555705604,0.902,0.9945982444294396,0.5462991222147198,0.2406164542586047,0.2369813400812317
high,321,sensor_505_multivar_labeled,without_spike,29,1475,6,471,0.7592125189298334,0.8285714285714286,0.058,0.108411214953271,0.0040513166779203,0.942,0.9959486833220796,0.5269743416610398,0.1778844318409514,0.1900656293468942
high,321,sensor_505_multivar_labeled,without_drift,49,1469,12,451,0.7662796567390207,0.8032786885245902,0.098,0.1746880570409982,0.0081026333558406,0.902,0.9918973666441594,0.5449486833220797,0.2260445131547823,0.2276911656115536
high,321,sensor_505_multivar_labeled,without_flat,87,1440,41,413,0.7708228167592125,0.6796875,0.174,0.2770700636942675,0.0276839972991222,0.826,0.9723160027008778,0.5731580013504389,0.2585304277885273,0.2760662539325081
high,321,sensor_505_multivar_labeled,without_dropout,12,1480,1,488,0.7531549722362443,0.9230769230769232,0.024,0.0467836257309941,0.00067521944632,0.976,0.99932478055368,0.5116623902768399,0.125486173011498,0.1666466480958538
high,321,sensor_506_multivar_labeled,full,381,4342,118,888,0.8244021644266015,0.7635270541082164,0.3002364066193853,0.4309954751131222,0.026457399103139,0.6997635933806147,0.973542600896861,0.6368895037581231,0.4031784101246391,0.3959022039926391
high,321,sensor_506_multivar_labeled,without_spike,350,4333,127,919,0.8174201431314365,0.7337526205450734,0.2758077226162332,0.4009163802978235,0.0284753363228699,0.7241922773837668,0.97152466367713,0.6236661931466817,0.3717557373950491,0.3703700473683646
high,321,sensor_506_multivar_labeled,without_drift,380,4344,116,889,0.8245767149589807,0.7661290322580645,0.2994483845547675,0.4305949008498583,0.0260089686098654,0.7005516154452325,0.9739910313901344,0.636719707972451,0.4037784648496099,0.3959206787265897
high,321,sensor_506_multivar_labeled,without_flat,85,4419,41,1184,0.7861755978355734,0.6746031746031746,0.0669818754925137,0.1218637992831541,0.0091928251121076,0.9330181245074862,0.9908071748878924,0.5288945251902031,0.163624455591535,0.1752044660044389
high,321,sensor_506_multivar_labeled,without_dropout,381,4342,118,888,0.8244021644266015,0.7635270541082164,0.3002364066193853,0.4309954751131222,0.026457399103139,0.6997635933806147,0.973542600896861,0.6368895037581231,0.4031784101246391,0.3959022039926391
high,321,sensor_507_multivar_labeled,full,75,1449,27,446,0.7631447170756134,0.7352941176470589,0.1439539347408829,0.2407704654895666,0.0182926829268292,0.8560460652591171,0.9817073170731708,0.5628306259070268,0.2506448174100726,0.2599977392469457
high,321,sensor_507_multivar_labeled,without_spike,196,1289,187,325,0.7436154231347021,0.5117493472584856,0.3761996161228407,0.4336283185840708,0.1266937669376693,0.6238003838771593,0.8733062330623306,0.6247529245925856,0.2782861672932526,0.37208565359469
high,321,sensor_507_multivar_labeled,without_drift,82,1449,27,439,0.7666499749624437,0.7522935779816514,0.1573896353166986,0.2603174603174603,0.0182926829268292,0.8426103646833013,0.9817073170731708,0.5695484761949346,0.2688842791978425,0.2753745161424316
high,321,sensor_507_multivar_labeled,without_flat,21,1474,2,500,0.7486229344016024,0.9130434782608696,0.0403071017274472,0.0772058823529411,0.0013550135501355,0.9596928982725528,0.9986449864498644,0.5194760440886559,0.1603080358000862,0.1836557979611745
high,321,sensor_507_multivar_labeled,without_dropout,32,1468,8,489,0.7511266900350526,0.8,0.0614203454894433,0.1140819964349376,0.005420054200542,0.9385796545105566,0.994579945799458,0.5280001456444506,0.1755201243531753,0.1892209966225007
high,321,sensor_508_multivar_labeled,full,114,1663,91,73,0.9155074703760948,0.5560975609756098,0.6096256684491979,0.5816326530612246,0.0518814139110604,0.3903743315508021,0.9481185860889396,0.7788721272690687,0.5354499866056456,0.5228488871675459
high,321,sensor_508_multivar_labeled,without_spike,108,1660,94,79,0.9108706852138072,0.5346534653465347,0.5775401069518716,0.5552699228791773,0.0535917901938426,0.4224598930481283,0.9464082098061574,0.7619741583790145,0.5062890930763982,0.4979723381637872
high,321,sensor_508_multivar_labeled,without_drift,108,1715,39,79,0.9392065945388974,0.7346938775510204,0.5775401069518716,0.6467065868263473,0.0222348916761687,0.4224598930481283,0.9777651083238312,0.7776526076378514,0.6192948426586341,0.572260588622454
high,321,sensor_508_multivar_labeled,without_flat,10,1753,1,177,0.9082946934569808,0.9090909090909092,0.053475935828877,0.101010101010101,0.000570125427594,0.946524064171123,0.999429874572406,0.5264529052006415,0.2079524167344371,0.1978039500240855
high,321,sensor_508_multivar_labeled,without_dropout,26,1749,5,161,0.9144770736733644,0.8387096774193549,0.1390374331550802,0.2385321100917431,0.0028506271379703,0.8609625668449198,0.9971493728620296,0.5680934030085549,0.3205332608670197,0.2745720683869146
high,321,sensor_509_multivar_labeled,full,668,10620,204,1353,0.8787855196574542,0.7660550458715596,0.330529440870856,0.4618043553404769,0.0188470066518847,0.669470559129144,0.9811529933481152,0.6558412171094856,0.4511590171310995,0.4199943483800168
high,321,sensor_509_multivar_labeled,without_spike,2021,0,10824,0,0.1573374854028805,0.1573374854028805,1.0,0.2718956006995829,1.0,0.0,0.0,0.5,0.0,0.3459536431252443
high,321,sensor_509_multivar_labeled,without_drift,666,10619,205,1355,0.8785519657454263,0.764638346727899,0.3295398317664522,0.4605809128630705,0.0189393939393939,0.6704601682335477,0.981060606060606,0.6553002189135292,0.4498320630053098,0.4189251729335628
high,321,sensor_509_multivar_labeled,without_flat,1596,5956,4868,425,0.5879330478785519,0.2469059405940594,0.7897080653142009,0.3761932822628167,0.4497413155949741,0.2102919346857991,0.5502586844050259,0.6699833748596133,0.2475816457621611,0.3982611561421393
high,321,sensor_509_multivar_labeled,without_dropout,182,10806,18,1839,0.8554301284546516,0.91,0.0900544285007422,0.1638901395767672,0.0016629711751662,0.9099455714992578,0.9983370288248336,0.544195728662788,0.2599638308404827,0.2371005942422513
high,321,sensor_510_multivar_labeled,full,556,5817,147,3096,0.6627495840266223,0.7908961593172119,0.1522453450164293,0.2553386911595867,0.0246478873239436,0.8477546549835706,0.9753521126760564,0.5637987288462428,0.2378957083684496,0.2767456496919302
high,321,sensor_510_multivar_labeled,without_spike,534,5805,159,3118,0.6592138103161398,0.7705627705627706,0.1462212486308871,0.2457997698504027,0.0266599597585513,0.8537787513691129,0.9733400402414488,0.5597806444361679,0.2243896008928016,0.2673946906305078
high,321,sensor_510_multivar_labeled,without_drift,507,5858,106,3145,0.6619176372712147,0.8270799347471451,0.138828039430449,0.237749120750293,0.0177733065057008,0.8611719605695509,0.9822266934942993,0.5605273664623741,0.2404872816802599,0.2709201757282683
high,321,sensor_510_multivar_labeled,without_flat,514,5799,165,3138,0.6565099833610649,0.7569955817378498,0.1407447973713033,0.2373585776956822,0.0276659959758551,0.8592552026286966,0.9723340040241448,0.5565394006977241,0.2142321430078252,0.2598175368375399
high,321,sensor_510_multivar_labeled,without_dropout,513,5861,103,3139,0.6628535773710482,0.8327922077922078,0.1404709748083242,0.2403936269915651,0.0172702883970489,0.8595290251916758,0.9827297116029512,0.5616003432056377,0.2441944102774261,0.2735102269178278
high,321,sensor_511_multivar_labeled,full,278,3339,121,323,0.8906673233193795,0.6967418546365914,0.4625623960066555,0.5559999999999999,0.0349710982658959,0.5374376039933444,0.965028901734104,0.7137956488703798,0.510103760902018,0.4899828871708958
high,321,sensor_511_multivar_labeled,without_spike,287,3109,351,314,0.8362472297463679,0.4498432601880878,0.4775374376039933,0.4632768361581921,0.1014450867052023,0.5224625623960066,0.8985549132947976,0.6880461754493955,0.3669914929012133,0.4090677879100774
high,321,sensor_511_multivar_labeled,without_drift,278,3338,122,323,0.8904210785520807,0.695,0.4625623960066555,0.5554445554445555,0.0352601156069364,0.5374376039933444,0.9647398843930636,0.7136511401998595,0.5091909026615932,0.489442757191353
high,321,sensor_511_multivar_labeled,without_flat,278,3338,122,323,0.8904210785520807,0.695,0.4625623960066555,0.5554445554445555,0.0352601156069364,0.5374376039933444,0.9647398843930636,0.7136511401998595,0.5091909026615932,0.489442757191353
high,321,sensor_511_multivar_labeled,without_dropout,368,3123,337,233,0.8596404826397439,0.5219858156028369,0.6123128119800333,0.563552833078101,0.0973988439306358,0.3876871880199667,0.9026011560693642,0.7574569840246987,0.4827301493240099,0.5058506064265174
high,42,sensor_501_multivar_labeled,full,205,1204,102,234,0.8074498567335243,0.6677524429967426,0.4669703872437357,0.549597855227882,0.0781010719754977,0.5330296127562643,0.9218989280245024,0.694434657634119,0.4431583056148361,0.4797629102776292
high,42,sensor_501_multivar_labeled,without_spike,193,1219,87,246,0.8091690544412607,0.6892857142857143,0.4396355353075171,0.5368567454798331,0.0666156202143951,0.5603644646924829,0.9333843797856048,0.686509957546561,0.4409994415125816,0.4702074911795976
high,42,sensor_501_multivar_labeled,without_drift,205,1204,102,234,0.8074498567335243,0.6677524429967426,0.4669703872437357,0.549597855227882,0.0781010719754977,0.5330296127562643,0.9218989280245024,0.694434657634119,0.4431583056148361,0.4797629102776292
high,42,sensor_501_multivar_labeled,without_flat,12,1305,1,427,0.7547277936962751,0.9230769230769232,0.0273348519362186,0.0530973451327433,0.0007656967840735,0.9726651480637812,0.9992343032159264,0.5132845775760726,0.1340713472437052,0.1704792296737312
high,42,sensor_501_multivar_labeled,without_dropout,214,1189,117,225,0.8040114613180516,0.6465256797583081,0.4874715261958998,0.5558441558441559,0.0895865237366003,0.5125284738041003,0.9104134762633996,0.6989425012296497,0.4403750611534545,0.4843915275787263
high,42,sensor_502_multivar_labeled,full,181,1502,152,112,0.864406779661017,0.5435435435435435,0.6177474402730375,0.5782747603833865,0.0918984280532043,0.3822525597269625,0.9081015719467956,0.7629245061099166,0.4993312461271887,0.5178895629806463
high,42,sensor_502_multivar_labeled,without_spike,126,1584,70,167,0.8782742681047766,0.6428571428571429,0.4300341296928328,0.5153374233128833,0.0423216444981862,0.5699658703071673,0.9576783555018138,0.6938562425973233,0.4607233682156377,0.4531084863774001
high,42,sensor_502_multivar_labeled,without_drift,181,1502,152,112,0.864406779661017,0.5435435435435435,0.6177474402730375,0.5782747603833865,0.0918984280532043,0.3822525597269625,0.9081015719467956,0.7629245061099166,0.4993312461271887,0.5178895629806463
high,42,sensor_502_multivar_labeled,without_flat,127,1598,56,166,0.8859784283513097,0.6939890710382514,0.4334470989761092,0.5336134453781513,0.0338573155985489,0.5665529010238908,0.966142684401451,0.6997948916887802,0.4895996551858516,0.4708728092088836
high,42,sensor_502_multivar_labeled,without_dropout,27,1652,2,266,0.8623523369286081,0.9310344827586208,0.0921501706484641,0.1677018633540372,0.0012091898428053,0.9078498293515358,0.9987908101571948,0.5454704904028295,0.2684342307037137,0.2426451431333685
high,42,sensor_505_multivar_labeled,full,126,1438,156,261,0.7895002523977789,0.4468085106382978,0.3255813953488372,0.3766816143497757,0.0978670012547051,0.6744186046511628,0.9021329987452948,0.6138571970470661,0.2583859419283194,0.3244157215323244
high,42,sensor_505_multivar_labeled,without_spike,151,1285,309,236,0.7248864209994952,0.3282608695652174,0.3901808785529715,0.3565525383707202,0.1938519447929736,0.6098191214470284,0.8061480552070264,0.598164466879999,0.184348847203747,0.3073568417882008
high,42,sensor_505_multivar_labeled,without_drift,125,1461,133,262,0.8006057546693589,0.4844961240310077,0.3229974160206718,0.3875968992248061,0.0834378920953576,0.6770025839793282,0.9165621079046424,0.6197797619626572,0.282202327073939,0.3356484588524797
high,42,sensor_505_multivar_labeled,without_flat,114,1525,69,273,0.8273599192327108,0.6229508196721312,0.2945736434108527,0.4,0.0432873274780426,0.7054263565891473,0.9567126725219574,0.625643157966405,0.3440710174726757,0.3574859832262712
high,42,sensor_505_multivar_labeled,without_dropout,96,1572,22,291,0.8419989904088844,0.8135593220338984,0.2480620155038759,0.3801980198019802,0.013801756587202,0.751937984496124,0.986198243412798,0.617130129458337,0.3924197248190875,0.3661614362084184
high,42,sensor_506_multivar_labeled,full,358,4303,535,533,0.8135800314190959,0.4008958566629339,0.4017957351290684,0.4013452914798206,0.1105828854898718,0.5982042648709316,0.8894171145101282,0.6456064248195983,0.2909467046518503,0.3502201916550927
high,42,sensor_506_multivar_labeled,without_spike,381,4184,654,510,0.7968231803107,0.3681159420289855,0.4276094276094276,0.3956386292834891,0.1351798263745349,0.5723905723905723,0.864820173625465,0.6462148006174463,0.2754554684285902,0.3480196201272926
high,42,sensor_506_multivar_labeled,without_drift,339,4484,354,552,0.8418572176645138,0.4891774891774891,0.3804713804713804,0.428030303030303,0.073170731707317,0.6195286195286195,0.926829268292683,0.6536503243820317,0.3415275818291068,0.3728146007109421
high,42,sensor_506_multivar_labeled,without_flat,350,4499,339,541,0.8463955315063711,0.5079825834542816,0.3928170594837261,0.4430379746835443,0.0700702769739561,0.6071829405162739,0.9299297230260438,0.6613733912548849,0.3595910106066157,0.3864025662734593
high,42,sensor_506_multivar_labeled,without_dropout,347,4717,121,544,0.8839238959678827,0.7414529914529915,0.3894500561167228,0.5106696100073583,0.0250103348491112,0.6105499438832772,0.9749896651508888,0.6822198606338058,0.4822146633321537,0.4553532565713657
high,42,sensor_507_multivar_labeled,full,95,1610,53,239,0.8537806710065098,0.6418918918918919,0.2844311377245509,0.3941908713692946,0.0318701142513529,0.7155688622754491,0.968129885748647,0.6262805117365989,0.359820890101688,0.3558120057921963
high,42,sensor_507_multivar_labeled,without_spike,82,1601,62,252,0.842764146219329,0.5694444444444444,0.2455089820359281,0.3430962343096234,0.0372820204449789,0.7544910179640718,0.962717979555021,0.6041134807954746,0.3004258954688297,0.3097344646722777
high,42,sensor_507_multivar_labeled,without_drift,105,1597,66,229,0.8522784176264396,0.6140350877192983,0.3143712574850299,0.4158415841584158,0.0396873120865905,0.6856287425149701,0.9603126879134096,0.6373419726992198,0.3663567460005362,0.3695766220660318
high,42,sensor_507_multivar_labeled,without_flat,108,1584,79,226,0.8472709063595393,0.5775401069518716,0.3233532934131736,0.4145873320537427,0.047504509921828,0.6766467065868264,0.952495490078172,0.6379243917456728,0.3533705401479026,0.3654508524987342
high,42,sensor_507_multivar_labeled,without_dropout,95,1604,59,239,0.8507761642463696,0.6168831168831169,0.2844311377245509,0.389344262295082,0.0354780517137702,0.7155688622754491,0.9645219482862296,0.6244765430053903,0.3482682183050976,0.3495189217112426
high,42,sensor_508_multivar_labeled,full,14,1898,19,10,0.985059247810407,0.4242424242424242,0.5833333333333334,0.4912280701754386,0.0099113197704747,0.4166666666666667,0.9900886802295252,0.7867110067814294,0.4901679188631843,0.4586978632382635
high,42,sensor_508_multivar_labeled,without_spike,10,1811,106,14,0.9381761978361668,0.0862068965517241,0.4166666666666667,0.1428571428571428,0.0552947313510693,0.5833333333333334,0.9447052686489308,0.6806859676577987,0.1684653815284727,0.1966872756333659
high,42,sensor_508_multivar_labeled,without_drift,14,1898,19,10,0.985059247810407,0.4242424242424242,0.5833333333333334,0.4912280701754386,0.0099113197704747,0.4166666666666667,0.9900886802295252,0.7867110067814294,0.4901679188631843,0.4586978632382635
high,42,sensor_508_multivar_labeled,without_flat,14,1907,10,10,0.9896960329726944,0.5833333333333334,0.5833333333333334,0.5833333333333334,0.0052164840897235,0.4166666666666667,0.9947835159102764,0.7890584246218049,0.5781168492436098,0.5244783515910276
high,42,sensor_508_multivar_labeled,without_dropout,14,1892,25,10,0.9819680577022154,0.358974358974359,0.5833333333333334,0.4444444444444445,0.0130412102243088,0.4166666666666667,0.9869587897756912,0.7851460615545123,0.4491345767384003,0.4275420328237229
high,42,sensor_509_multivar_labeled,full,684,9851,180,2130,0.8201634877384196,0.7916666666666666,0.2430703624733475,0.3719412724306688,0.0179443724454192,0.7569296375266524,0.9820556275545808,0.6125629950139642,0.3717546351506811,0.3572502440912633
high,42,sensor_509_multivar_labeled,without_spike,1283,9275,756,1531,0.8219540677306345,0.6292300147130947,0.4559346126510306,0.5287451061199259,0.0753663642707606,0.5440653873489695,0.9246336357292394,0.690284124190135,0.4307503297795435,0.4615635473291639
high,42,sensor_509_multivar_labeled,without_drift,658,9847,184,2156,0.8178279486181393,0.7814726840855107,0.2338308457711442,0.3599562363238511,0.0183431362775396,0.7661691542288557,0.9816568637224604,0.6077438547468024,0.3601270287322662,0.3475161490621489
high,42,sensor_509_multivar_labeled,without_flat,161,10004,27,2653,0.791358505254963,0.8563829787234043,0.0572139303482587,0.1072618254497002,0.0026916558668128,0.9427860696517412,0.9973083441331873,0.5272611372407229,0.1877862597300716,0.193620281778672
high,42,sensor_509_multivar_labeled,without_dropout,203,10007,24,2611,0.7948618139353835,0.8942731277533039,0.072139303482587,0.1335087142387372,0.0023925829927225,0.927860696517413,0.9976074170072774,0.5348733602449323,0.21895242693299,0.2156224233159312
high,42,sensor_510_multivar_labeled,full,495,7657,321,1143,0.8477537437603994,0.6066176470588235,0.3021978021978022,0.4034229828850856,0.0402356480320882,0.6978021978021978,0.9597643519679118,0.630981077082857,0.3533915023929312,0.3591687652132439
high,42,sensor_510_multivar_labeled,without_spike,478,7670,308,1160,0.8473377703826955,0.6081424936386769,0.2918192918192918,0.3943894389438944,0.0386061669591376,0.7081807081807082,0.9613938330408623,0.6266065624300771,0.3474549896028102,0.3523817924204278
high,42,sensor_510_multivar_labeled,without_drift,466,7697,281,1172,0.8488976705490848,0.6238286479250335,0.2844932844932845,0.3907756813417191,0.0352218601153171,0.7155067155067155,0.9647781398846828,0.6246357121889836,0.3500892954185035,0.3512491531289822
high,42,sensor_510_multivar_labeled,without_flat,509,7539,439,1129,0.8369384359400999,0.5369198312236287,0.3107448107448107,0.3936581593194122,0.055026322386563,0.6892551892551892,0.944973677613437,0.6278592441791239,0.3224797683754676,0.3454049573620666
high,42,sensor_510_multivar_labeled,without_dropout,465,7747,231,1173,0.8539933444259568,0.6681034482758621,0.2838827838827839,0.3984575835475578,0.0289546252193532,0.7161172161172161,0.9710453747806468,0.6274640793317153,0.3698577529451198,0.3617908024806801
high,42,sensor_511_multivar_labeled,full,460,1771,1814,16,0.5493720758433883,0.2022867194371152,0.9663865546218487,0.3345454545454545,0.505997210599721,0.0336134453781512,0.4940027894002789,0.7301946720110638,0.2983429728859593,0.4202047077876042
high,42,sensor_511_multivar_labeled,without_spike,476,0,3585,0,0.1172125092341787,0.1172125092341787,1.0,0.2098302843288517,1.0,0.0,0.0,0.5,0.0,0.31200550433311
high,42,sensor_511_multivar_labeled,without_drift,460,2000,1585,16,0.6057621275547894,0.2249388753056234,0.9663865546218487,0.3649345497818326,0.4421199442119944,0.0336134453781512,0.5578800557880056,0.7621333052049272,0.3372937823196867,0.4436653506630234
high,42,sensor_511_multivar_labeled,without_flat,460,1771,1814,16,0.5493720758433883,0.2022867194371152,0.9663865546218487,0.3345454545454545,0.505997210599721,0.0336134453781512,0.4940027894002789,0.7301946720110638,0.2983429728859593,0.4202047077876042
high,42,sensor_511_multivar_labeled,without_dropout,460,1762,1823,16,0.5471558729377001,0.2014892685063513,0.9663865546218487,0.3334541500543675,0.5085076708507671,0.0336134453781512,0.4914923291492329,0.7289394418855408,0.2968792455712646,0.4193429571018959
high,777,sensor_501_multivar_labeled,full,5,1347,17,376,0.7747851002865329,0.2272727272727272,0.0131233595800524,0.0248138957816377,0.0124633431085043,0.9868766404199476,0.9875366568914956,0.500330008235774,0.0024438270518906,0.0479478357558113
high,777,sensor_501_multivar_labeled,without_spike,9,1317,47,372,0.7598853868194843,0.1607142857142857,0.0236220472440944,0.0411899313501144,0.0344574780058651,0.9763779527559056,0.9655425219941348,0.4945822846191147,-0.0253984384477665,0.0462834783373361
