scenario,seed,sensor,method,tp,tn,fp,fn,accuracy,precision,recall,f1,fpr,fnr,specificity,balanced_accuracy,mcc,reward,roc_auc,pr_auc,n_events,event_detection_rate,event_precision,mean_detection_delay,median_detection_delay,early_detection_rate
low,42,sensor_511_multivar_labeled,single_agent_rl_refactored,12,3854,3,192,0.9519822703767544,0.8,0.0588235294117647,0.1095890410958904,0.000777806585429,0.9411764705882352,0.9992221934145707,0.5290228614131678,0.2090025371124312,0.1868843466581372,0.5290228614131678,0.0943378188507611,20,0.6,0.8,1.0833333333333333,0.0,0.55
low,42,sensor_511_multivar_labeled,or_all,89,3389,468,115,0.8564393006648608,0.1597845601436265,0.4362745098039216,0.2339027595269382,0.121337827326938,0.5637254901960784,0.878662172673062,0.6574683412384918,0.1999647779213796,0.2479724960171488,0.6574683412384917,0.0980280788902458,20,0.85,0.175438596491228,2.9411764705882355,0.0,0.75
low,42,sensor_511_multivar_labeled,majority,39,3796,61,165,0.944348682590495,0.39,0.1911764705882352,0.256578947368421,0.0158154005703914,0.8088235294117647,0.9841845994296085,0.5876805350089218,0.2471557215997543,0.2297319274352209,0.5876805350089218,0.1151892101336964,20,0.55,0.6666666666666666,2.0,0.0,0.45
low,42,sensor_511_multivar_labeled,v73_confidence_hybrid_reference,63,3780,77,141,0.9463186407288844,0.45,0.3088235294117647,0.3662790697674419,0.0199637023593466,0.6911764705882353,0.9800362976406534,0.644429913526209,0.3458315499054926,0.3229762699829436,0.4942217358812854,0.1853695479021667,20,0.7,0.7142857142857143,4.142857142857143,0.0,0.55
low,42,sensor_511_multivar_labeled,v75_selective_coordinator,13,3856,1,191,0.9527210046786506,0.9285714285714286,0.0637254901960784,0.1192660550458715,0.0002592688618096,0.9362745098039216,0.9997407311381904,0.5317331106671344,0.2365113162567962,0.212047159228999,0.4807035336820753,0.2313909176671315,20,0.55,0.9230769230769232,0.7272727272727273,0.0,0.55
low,42,sensor_511_multivar_labeled,v75_selective_hybrid,60,3780,77,144,0.9455799064269884,0.437956204379562,0.2941176470588235,0.3519061583577713,0.0199637023593466,0.7058823529411765,0.9800362976406534,0.6370769723497385,0.3316726184326011,0.3102901257996437,0.4807842374699425,0.1678472973062919,20,0.6,0.6842105263157895,1.4166666666666667,0.0,0.55
low,777,sensor_501_multivar_labeled,single_agent_rl_refactored,49,1185,402,109,0.707163323782235,0.1086474501108647,0.310126582278481,0.160919540229885,0.2533081285444234,0.689873417721519,0.7466918714555766,0.5284092268670288,0.0372435446619089,0.1564180724491799,0.5284092268670287,0.096158645757243,13,1.0,0.1565217391304348,3.4615384615384617,0.0,0.7692307692307693
low,777,sensor_501_multivar_labeled,or_all,17,1428,159,141,0.828080229226361,0.096590909090909,0.1075949367088607,0.1017964071856287,0.1001890359168242,0.8924050632911392,0.8998109640831758,0.5037029503960183,0.0070571133197731,0.0825565970181451,0.5037029503960183,0.091194985013898,13,0.6153846153846154,0.1851851851851851,8.375,0.0,0.3846153846153846
low,777,sensor_501_multivar_labeled,majority,3,1573,14,155,0.9031518624641832,0.1764705882352941,0.0189873417721519,0.0342857142857142,0.0088216761184625,0.981012658227848,0.9911783238815376,0.5050828328268447,0.0297000033876654,0.0467131945836648,0.5050828328268447,0.0921759222712697,13,0.2307692307692307,0.5,0.0,0.0,0.2307692307692307
low,777,sensor_501_multivar_labeled,v73_confidence_hybrid_reference,6,1558,29,152,0.8962750716332378,0.1714285714285714,0.0379746835443038,0.0621761658031088,0.0182734719596723,0.9620253164556962,0.9817265280403276,0.5098506057923158,0.0403253239273114,0.0632586181930085,0.5169175181259122,0.0983118602465849,13,0.4615384615384615,0.5,1.0,0.0,0.3846153846153846
low,777,sensor_501_multivar_labeled,v75_selective_coordinator,5,1585,2,153,0.9111747851002864,0.7142857142857143,0.0316455696202531,0.0606060606060606,0.0012602394454946,0.9683544303797468,0.9987397605545052,0.5151926650873793,0.1379453484837226,0.1437832313571109,0.5257312180453527,0.1308675251501461,13,0.3846153846153846,0.7142857142857143,0.0,0.0,0.3846153846153846
low,777,sensor_501_multivar_labeled,v75_selective_hybrid,6,1558,29,152,0.8962750716332378,0.1714285714285714,0.0379746835443038,0.0621761658031088,0.0182734719596723,0.9620253164556962,0.9817265280403276,0.5098506057923158,0.0403253239273114,0.0632586181930085,0.516728083399137,0.0978584962602131,13,0.4615384615384615,0.5,1.0,0.0,0.3846153846153846
low,777,sensor_502_multivar_labeled,single_agent_rl_refactored,30,1723,162,32,0.9003595274781715,0.15625,0.4838709677419355,0.2362204724409448,0.0859416445623342,0.5161290322580645,0.9140583554376658,0.6989646615898006,0.2343517983374434,0.2663038384647724,0.6989646615898006,0.092040380568948,9,0.2222222222222222,0.125,3.5,3.5,0.1111111111111111
low,777,sensor_502_multivar_labeled,or_all,40,1442,443,22,0.7611710323574731,0.082815734989648,0.6451612903225806,0.146788990825688,0.2350132625994695,0.3548387096774194,0.7649867374005305,0.7050740138615555,0.1667431669494485,0.2485244669568341,0.7050740138615555,0.0647289414731828,9,0.8888888888888888,0.09,1.375,0.0,0.7777777777777778
low,777,sensor_502_multivar_labeled,majority,20,1753,132,42,0.9106317411402156,0.131578947368421,0.3225806451612903,0.1869158878504672,0.070026525198939,0.6774193548387096,0.929973474801061,0.6262770599811757,0.1652920474406053,0.1936205326664666,0.6262770599811756,0.0640164704220414,9,0.4444444444444444,0.3076923076923077,2.75,0.5,0.3333333333333333
low,777,sensor_502_multivar_labeled,v73_confidence_hybrid_reference,37,1656,229,25,0.869542886492039,0.1390977443609022,0.5967741935483871,0.2256097560975609,0.1214854111405835,0.4032258064516129,0.8785145888594165,0.7376443912039018,0.2429877677587747,0.2892727688484955,0.7533541541884146,0.1105331003540052,9,0.7777777777777778,0.1025641025641025,0.1428571428571428,0.0,0.7777777777777778
low,777,sensor_502_multivar_labeled,v75_selective_coordinator,37,1657,228,25,0.8700564971751412,0.1396226415094339,0.5967741935483871,0.2262996941896024,0.1209549071618037,0.4032258064516129,0.8790450928381963,0.7379096431932917,0.2436450714031413,0.289715025960072,0.759934114828442,0.1860905858986319,9,0.7777777777777778,0.1025641025641025,0.1428571428571428,0.0,0.7777777777777778
low,777,sensor_502_multivar_labeled,v75_selective_hybrid,37,1657,228,25,0.8700564971751412,0.1396226415094339,0.5967741935483871,0.2262996941896024,0.1209549071618037,0.4032258064516129,0.8790450928381963,0.7379096431932917,0.2436450714031413,0.289715025960072,0.7524899460939505,0.107182441085635,9,0.7777777777777778,0.1025641025641025,0.1428571428571428,0.0,0.7777777777777778
low,777,sensor_505_multivar_labeled,single_agent_rl_refactored,2,1910,5,64,0.9651691065118628,0.2857142857142857,0.0303030303030303,0.0547945205479452,0.0026109660574412,0.9696969696969696,0.9973890339425588,0.5138460321227946,0.0837508248921088,0.0763444895888831,0.5138460321227944,0.0409649243571505,5,0.4,0.2857142857142857,0.0,0.0,0.4
low,777,sensor_505_multivar_labeled,or_all,5,1884,31,61,0.9535588086824835,0.1388888888888889,0.0757575757575757,0.0980392156862745,0.0161879895561357,0.9242424242424242,0.9838120104438642,0.52978479310072,0.080033145671253,0.086059454163816,0.52978479310072,0.04131441454763,5,0.6,0.15,6.666666666666667,0.0,0.4
low,777,sensor_505_multivar_labeled,majority,1,1915,0,65,0.9671882887430592,1.0,0.0151515151515151,0.0298507462686567,0.0,0.9848484848484848,1.0,0.5075757575757576,0.1210541900424937,0.16797829036635,0.5075757575757576,0.047963226408456,5,0.2,1.0,0.0,0.0,0.2
low,777,sensor_505_multivar_labeled,v73_confidence_hybrid_reference,3,1896,19,63,0.9586067642604744,0.1363636363636363,0.0454545454545454,0.0681818181818181,0.0099216710182767,0.9545454545454546,0.9900783289817232,0.5177664372181343,0.0608496577297117,0.0637805601708996,0.2859759474641981,0.0326375246359163,5,0.6,0.3333333333333333,2.333333333333333,0.0,0.4
low,777,sensor_505_multivar_labeled,v75_selective_coordinator,2,1915,0,64,0.967693084300858,1.0,0.0303030303030303,0.0588235294117647,0.0,0.9696969696969696,1.0,0.5151515151515151,0.1712397251562947,0.1855614973262032,0.2805443468628848,0.0593988074450514,5,0.4,1.0,0.0,0.0,0.4
low,777,sensor_505_multivar_labeled,v75_selective_hybrid,3,1896,19,63,0.9586067642604744,0.1363636363636363,0.0454545454545454,0.0681818181818181,0.0099216710182767,0.9545454545454546,0.9900783289817232,0.5177664372181343,0.0608496577297117,0.0637805601708996,0.2857741909961231,0.0317776169113176,5,0.6,0.3333333333333333,2.333333333333333,0.0,0.4
low,777,sensor_506_multivar_labeled,single_agent_rl_refactored,79,5300,299,51,0.9389073136673068,0.2089947089947089,0.6076923076923076,0.311023622047244,0.053402393284515,0.3923076923076923,0.9465976067154848,0.7771449572038962,0.3325067843706223,0.3482772892497069,0.7771449572038963,0.1359065541558123,18,0.1111111111111111,0.0408163265306122,9.5,9.5,0.1111111111111111
low,777,sensor_506_multivar_labeled,or_all,102,4704,895,28,0.8388898586140687,0.1023069207622868,0.7846153846153846,0.1810115350488021,0.1598499732095017,0.2153846153846154,0.8401500267904983,0.8123827057029415,0.2453996509488924,0.3162008469499692,0.8123827057029415,0.0851589988893328,18,0.8888888888888888,0.0857142857142857,0.1875,0.0,0.8888888888888888
low,777,sensor_506_multivar_labeled,majority,81,5522,77,49,0.9780066329202304,0.5126582278481012,0.6230769230769231,0.5624999999999999,0.0137524557956778,0.3769230769230769,0.986247544204322,0.8046622336406226,0.5540901178982837,0.5155715655207243,0.8046622336406226,0.3279784872842401,18,0.6666666666666666,0.5454545454545454,1.75,0.0,0.6111111111111112
low,777,sensor_506_multivar_labeled,v73_confidence_hybrid_reference,78,5475,124,52,0.9692791063012742,0.3861386138613861,0.6,0.4698795180722891,0.0221468119307019,0.4,0.977853188069298,0.788926594034649,0.4665777307523254,0.4471518940186678,0.7597476197672661,0.2668443732786009,18,0.6111111111111112,0.3055555555555556,2.090909090909091,0.0,0.5555555555555556
low,777,sensor_506_multivar_labeled,v75_selective_coordinator,7,5586,13,123,0.9762611275964392,0.35,0.0538461538461538,0.0933333333333333,0.0023218431862832,0.946153846153846,0.9976781568137169,0.5257621553299353,0.1300900500151888,0.1104216618352178,0.7390426861939633,0.1697587894746816,18,0.3888888888888889,0.4375,0.0,0.0,0.3888888888888889
low,777,sensor_506_multivar_labeled,v75_selective_hybrid,76,5475,124,54,0.968930005236516,0.38,0.5846153846153846,0.4606060606060606,0.0221468119307019,0.4153846153846154,0.977853188069298,0.7812342863423414,0.4563382565457676,0.4374426614642724,0.7583565746630578,0.2496027443019542,18,0.5,0.2647058823529412,2.555555555555556,0.0,0.4444444444444444
low,777,sensor_507_multivar_labeled,single_agent_rl_refactored,4,1469,524,0,0.7376064096144216,0.0075757575757575,1.0,0.0150375939849624,0.2629202207727044,0.0,0.7370797792272955,0.8685398896136478,0.0747257500559138,0.2816112588523263,0.8685398896136478,0.0075757575757575,4,1.0,0.032,0.0,0.0,1.0
low,777,sensor_507_multivar_labeled,or_all,3,1738,255,1,0.871807711567351,0.0116279069767441,0.75,0.0229007633587786,0.1279478173607626,0.25,0.8720521826392373,0.8110260913196187,0.0829183820475273,0.2242547478218857,0.8110260913196187,0.0092216813592481,4,0.75,0.0526315789473684,0.0,0.0,0.75
low,777,sensor_507_multivar_labeled,majority,1,1960,33,3,0.9819729594391589,0.0294117647058823,0.25,0.0526315789473684,0.0165579528349222,0.75,0.9834420471650778,0.6167210235825389,0.080679485458948,0.1014401799487059,0.6167210235825389,0.0088551945565406,4,0.25,0.1666666666666666,0.0,0.0,0.25
low,777,sensor_507_multivar_labeled,v73_confidence_hybrid_reference,2,1943,50,2,0.9739609414121182,0.0384615384615384,0.5,0.0714285714285714,0.0250878073256397,0.5,0.9749121926743602,0.7374560963371801,0.1333323365808194,0.1854033071795239,0.9436778725539388,0.0293542677993527,4,0.5,0.2,0.0,0.0,0.5
low,777,sensor_507_multivar_labeled,v75_selective_coordinator,2,1990,3,2,0.9974962443665498,0.4,0.5,0.4444444444444445,0.0015052684395383,0.5,0.9984947315604616,0.7492473657802308,0.4459791429044081,0.4098494731560461,0.96832664325138,0.3387963619182613,4,0.5,0.4,0.0,0.0,0.5
low,777,sensor_507_multivar_labeled,v75_selective_hybrid,2,1943,50,2,0.9739609414121182,0.0384615384615384,0.5,0.0714285714285714,0.0250878073256397,0.5,0.9749121926743602,0.7374560963371801,0.1333323365808194,0.1854033071795239,0.9447441043652784,0.0294593132437671,4,0.5,0.2,0.0,0.0,0.5
low,777,sensor_508_multivar_labeled,single_agent_rl_refactored,1,1865,68,7,0.9613601236476044,0.0144927536231884,0.125,0.0259740259740259,0.0351784790481117,0.875,0.9648215209518882,0.5449107604759441,0.03107877251888,0.0478443768269787,0.5449107604759441,0.0054179826624554,8,0.125,0.0625,0.0,0.0,0.125
low,777,sensor_508_multivar_labeled,or_all,7,1517,416,1,0.7851622874806801,0.0165484633569739,0.875,0.0324825986078886,0.2152095188825659,0.125,0.784790481117434,0.829895240558717,0.1023907906715039,0.2580784869888394,0.829895240558717,0.0149951037887175,8,0.875,0.0648148148148148,0.0,0.0,0.875
low,777,sensor_508_multivar_labeled,majority,5,1886,47,3,0.9742400824317362,0.0961538461538461,0.625,0.1666666666666666,0.024314536989136,0.375,0.975685463010864,0.8003427315054319,0.2383364090110517,0.2744916232241633,0.800342731505432,0.0616417489002496,8,0.625,0.2777777777777778,0.0,0.0,0.625
low,777,sensor_508_multivar_labeled,v73_confidence_hybrid_reference,4,1927,6,4,0.9948480164863472,0.4,0.5,0.4444444444444445,0.0031039834454216,0.5,0.9968960165545784,0.7484480082772892,0.4446674078856024,0.4096896016554578,0.9620085359544748,0.2951246334310851,8,0.5,0.8,0.0,0.0,0.5
low,777,sensor_508_multivar_labeled,v75_selective_coordinator,5,1923,10,3,0.9933024214322514,0.3333333333333333,0.625,0.4347826086956521,0.0051733057423693,0.375,0.9948266942576306,0.8099133471288154,0.453479256356108,0.4326348433388065,0.9635605276771856,0.6599920576735093,8,0.625,0.4166666666666667,0.0,0.0,0.625
low,777,sensor_508_multivar_labeled,v75_selective_hybrid,5,1917,16,3,0.9902112313240596,0.238095238095238,0.625,0.3448275862068965,0.0082772891877909,0.375,0.991722710812209,0.8083613554061044,0.3819360043697498,0.37755897058861,0.9611678737713396,0.2462586580086579,8,0.625,0.3846153846153846,0.0,0.0,0.625
low,777,sensor_509_multivar_labeled,single_agent_rl_refactored,128,11163,1075,479,0.8790190735694823,0.1064006650041562,0.2108731466227347,0.1414364640883978,0.08784115051479,0.7891268533772653,0.91215884948521,0.5615159980539723,0.0896026860834025,0.1340843375257439,0.5615159980539723,0.0597278176526528,55,0.109090909090909,0.0461538461538461,52.833333333333336,0.0,0.0909090909090909
low,777,sensor_509_multivar_labeled,or_all,166,11423,815,441,0.9022187621642662,0.1692150866462793,0.2734761120263591,0.2090680100755667,0.0665958489949338,0.7265238879736409,0.9334041510050662,0.6034401315157127,0.165279335066858,0.1948461162393613,0.6034401315157126,0.0806087090603478,55,0.8909090909090909,0.362962962962963,1.7755102040816326,0.0,0.8727272727272727
low,777,sensor_509_multivar_labeled,majority,111,11951,287,496,0.9390424289606852,0.278894472361809,0.1828665568369028,0.2208955223880597,0.0234515443699951,0.8171334431630972,0.9765484556300048,0.5797075062334539,0.1952112788721249,0.1937519685429695,0.5797075062334538,0.0896147186702824,55,0.1272727272727272,0.1944444444444444,0.8571428571428571,0.0,0.1272727272727272
low,777,sensor_509_multivar_labeled,v73_confidence_hybrid_reference,147,11604,634,460,0.9148306734137795,0.1882202304737516,0.2421746293245469,0.2118155619596541,0.0518058506291877,0.7578253706754531,0.9481941493708124,0.5951843893476796,0.1690340170467554,0.1910218411873524,0.6337758024335037,0.0987802946229441,55,0.5272727272727272,0.2564102564102564,3.0,0.0,0.509090909090909
low,777,sensor_509_multivar_labeled,v75_selective_coordinator,16,12215,23,591,0.952199299338264,0.4102564102564102,0.0263591433278418,0.0495356037151702,0.0018793920575257,0.9736408566721582,0.9981206079424744,0.512239875635158,0.0944098958430344,0.0915492870028881,0.6365687074558866,0.1299193634906979,55,0.2,0.4666666666666667,4.0,0.0,0.1818181818181818
low,777,sensor_509_multivar_labeled,v75_selective_hybrid,130,11604,634,477,0.9135072012456208,0.1701570680628272,0.214168039538715,0.1896425966447848,0.0518058506291877,0.785831960461285,0.9481941493708124,0.5811810944547636,0.1456586720406698,0.169932555498273,0.6331342164048405,0.0937693207681829,55,0.2363636363636363,0.13,24.53846153846154,0.0,0.2181818181818181
low,777,sensor_510_multivar_labeled,single_agent_rl_refactored,247,8119,709,541,0.8700083194675541,0.2583682008368201,0.3134517766497462,0.2832568807339449,0.0803126415949252,0.6865482233502538,0.9196873584050748,0.6165695675274105,0.2137083837203998,0.2522250952912296,0.6165695675274104,0.1372463709165423,37,0.1081081081081081,0.1034482758620689,30.5,13.0,0.081081081081081
low,777,sensor_510_multivar_labeled,or_all,93,8136,692,695,0.855761231281198,0.1184713375796178,0.1180203045685279,0.1182453909726637,0.07838695061169,0.881979695431472,0.92161304938831,0.5198166769784189,0.0397022688676074,0.0985485228840307,0.5198166769784189,0.0862573977198273,37,0.945945945945946,0.1797385620915032,2.857142857142857,0.0,0.945945945945946
low,777,sensor_510_multivar_labeled,majority,54,8604,224,734,0.9003743760399334,0.1942446043165467,0.0685279187817258,0.1013133208255159,0.025373810602628,0.931472081218274,0.974626189397372,0.5215770540895489,0.0706426665436113,0.0927486795932191,0.5215770540895489,0.089642293277045,37,0.7027027027027027,0.574468085106383,4.269230769230769,0.0,0.6756756756756757
low,777,sensor_510_multivar_labeled,v73_confidence_hybrid_reference,65,8391,437,723,0.8793677204658902,0.1294820717131474,0.08248730964467,0.1007751937984496,0.0495015858631626,0.91751269035533,0.9504984141368372,0.5164928618907537,0.0406737222123182,0.0845671822733591,0.617140762893332,0.1330995283410414,37,0.7027027027027027,0.3294117647058823,4.115384615384615,0.0,0.6756756756756757
low,777,sensor_510_multivar_labeled,v75_selective_coordinator,27,8822,6,761,0.9202371048252912,0.8181818181818182,0.0342639593908629,0.0657734470158343,0.0006796556411418,0.9657360406091372,0.9993203443588582,0.5167921518748606,0.1575153585676497,0.1625365461375429,0.6188794335742988,0.1717293555076345,37,0.7027027027027027,0.8125,4.384615384615385,0.0,0.6756756756756757
low,777,sensor_510_multivar_labeled,v75_selective_hybrid,65,8391,437,723,0.8793677204658902,0.1294820717131474,0.08248730964467,0.1007751937984496,0.0495015858631626,0.91751269035533,0.9504984141368372,0.5164928618907537,0.0406737222123182,0.0845671822733591,0.6168963858650026,0.1310114256359505,37,0.7027027027027027,0.3294117647058823,4.115384615384615,0.0,0.6756756756756757
low,777,sensor_511_multivar_labeled,single_agent_rl_refactored,23,3529,345,164,0.8746614134449643,0.0625,0.1229946524064171,0.0828828828828829,0.0890552400619514,0.8770053475935828,0.9109447599380486,0.5169697061722328,0.024779433109811,0.0746651690130272,0.5169697061722328,0.048071307612387,15,0.0666666666666666,0.0454545454545454,0.0,0.0,0.0666666666666666
low,777,sensor_511_multivar_labeled,or_all,43,3398,476,144,0.8473282442748091,0.0828516377649325,0.2299465240641711,0.121813031161473,0.1228704181724315,0.7700534759358288,0.8771295818275684,0.5535380529458698,0.0672179437047681,0.1239405250894109,0.5535380529458698,0.0545106926080821,15,0.6666666666666666,0.1621621621621621,1.4,0.0,0.6666666666666666
low,777,sensor_511_multivar_labeled,majority,28,3806,68,159,0.9441024378231962,0.2916666666666667,0.1497326203208556,0.1978798586572438,0.0175529168817759,0.8502673796791443,0.982447083118224,0.5660898517195398,0.1823510096407016,0.1759604308038388,0.5660898517195397,0.082824932260742,15,0.3333333333333333,0.5,16.4,0.0,0.2666666666666666
low,777,sensor_511_multivar_labeled,v73_confidence_hybrid_reference,40,3438,436,147,0.8564393006648608,0.0840336134453781,0.213903743315508,0.1206636500754147,0.1125451729478575,0.786096256684492,0.8874548270521425,0.5506792851838253,0.066040907338868,0.11982029025061,0.6021571204161018,0.1017995325341576,15,0.6666666666666666,0.2068965517241379,1.4,0.0,0.6666666666666666
low,777,sensor_511_multivar_labeled,v75_selective_coordinator,40,3438,436,147,0.8564393006648608,0.0840336134453781,0.213903743315508,0.1206636500754147,0.1125451729478575,0.786096256684492,0.8874548270521425,0.5506792851838253,0.066040907338868,0.11982029025061,0.5968550793856755,0.0773708988031979,15,0.6666666666666666,0.2068965517241379,1.4,0.0,0.6666666666666666
low,777,sensor_511_multivar_labeled,v75_selective_hybrid,40,3438,436,147,0.8564393006648608,0.0840336134453781,0.213903743315508,0.1206636500754147,0.1125451729478575,0.786096256684492,0.8874548270521425,0.5506792851838253,0.066040907338868,0.11982029025061,0.5998270383386847,0.0895840038686438,15,0.6666666666666666,0.2068965517241379,1.4,0.0,0.6666666666666666
low,999,sensor_501_multivar_labeled,single_agent_rl_refactored,15,1517,109,104,0.8779369627507163,0.1209677419354838,0.1260504201680672,0.1234567901234568,0.0670356703567035,0.8739495798319328,0.9329643296432965,0.5295073749056818,0.0579017875641514,0.1048122758606279,0.5295073749056819,0.0748468885659449,7,0.5714285714285714,0.1282051282051282,13.0,10.0,0.2857142857142857
low,999,sensor_501_multivar_labeled,or_all,11,1452,174,108,0.8383954154727794,0.0594594594594594,0.0924369747899159,0.0723684210526315,0.1070110701107011,0.907563025210084,0.8929889298892989,0.4927129523396074,-0.0119334823088647,0.0585146938185078,0.4927129523396075,0.0673873700335861,7,0.4285714285714285,0.125,23.33333333333333,20.0,0.0
low,999,sensor_501_multivar_labeled,majority,6,1576,50,113,0.9065902578796562,0.1071428571428571,0.0504201680672268,0.0685714285714285,0.030750307503075,0.9495798319327732,0.9692496924969248,0.5098349302820759,0.0281336573896555,0.0589795910984319,0.5098349302820759,0.0701586078557497,7,0.1428571428571428,0.1111111111111111,6.0,6.0,0.0
low,999,sensor_501_multivar_labeled,v73_confidence_hybrid_reference,0,1598,28,119,0.9157593123209168,0.0,0.0,0.0,0.017220172201722,1.0,0.982779827798278,0.491389913899139,-0.034546740530873,-0.0017220172201722,0.5309053510703174,0.0783404046664369,7,0.0,0.0,,,0.0
low,999,sensor_501_multivar_labeled,v75_selective_coordinator,0,1625,1,119,0.9312320916905444,0.0,0.0,0.0,0.0006150061500615,1.0,0.9993849938499384,0.4996924969249692,-0.006477985473104,-6.150061500615007e-05,0.5318304443548636,0.0908646995067474,7,0.0,0.0,,,0.0
low,999,sensor_501_multivar_labeled,v75_selective_hybrid,0,1600,26,119,0.9169054441260746,0.0,0.0,0.0,0.015990159901599,1.0,0.984009840098401,0.4920049200492005,-0.033270700566212,-0.0015990159901599,0.5301353013530135,0.0781927039919012,7,0.0,0.0,,,0.0
low,999,sensor_502_multivar_labeled,single_agent_rl_refactored,21,1702,164,60,0.8849512069851053,0.1135135135135135,0.2592592592592592,0.1578947368421052,0.0878885316184351,0.7407407407407407,0.9121114683815648,0.585685363820412,0.1166933623681703,0.1570685832219086,0.585685363820412,0.0602460704155619,7,0.1428571428571428,0.0714285714285714,0.0,0.0,0.1428571428571428
low,999,sensor_502_multivar_labeled,or_all,30,1699,167,51,0.8880328710837185,0.1522842639593908,0.3703703703703703,0.2158273381294964,0.0894962486602358,0.6296296296296297,0.9105037513397642,0.6404370608550674,0.185976435296906,0.2221264279972695,0.6404370608550672,0.0825957240824314,7,0.8571428571428571,0.4,0.6666666666666666,0.0,0.8571428571428571
low,999,sensor_502_multivar_labeled,majority,17,1768,98,64,0.9167950693374424,0.1478260869565217,0.2098765432098765,0.173469387755102,0.052518756698821,0.7901234567901234,0.947481243301179,0.5786788932555278,0.1332830468693395,0.157946224826355,0.5786788932555278,0.0638963118452187,7,0.1428571428571428,0.1428571428571428,0.0,0.0,0.1428571428571428
low,999,sensor_502_multivar_labeled,v73_confidence_hybrid_reference,23,1760,106,58,0.9157678479712378,0.1782945736434108,0.2839506172839506,0.219047619047619,0.0568060021436227,0.7160493827160493,0.9431939978563773,0.6135723075701639,0.1823513488435889,0.2048201995887631,0.6181010413772114,0.0968499434968228,7,0.4285714285714285,0.3333333333333333,1.3333333333333333,0.0,0.4285714285714285
low,999,sensor_502_multivar_labeled,v75_selective_coordinator,2,1866,0,79,0.9594247560349256,1.0,0.0246913580246913,0.0481927710843373,0.0,0.9753086419753086,1.0,0.5123456790123457,0.1539105908018143,0.1790941543953592,0.6137575589165443,0.1234111681627216,7,0.2857142857142857,1.0,2.0,2.0,0.2857142857142857
low,999,sensor_502_multivar_labeled,v75_selective_hybrid,23,1760,106,58,0.9157678479712378,0.1782945736434108,0.2839506172839506,0.219047619047619,0.0568060021436227,0.7160493827160493,0.9431939978563773,0.6135723075701639,0.1823513488435889,0.2048201995887631,0.6175122067405026,0.0932210374670433,7,0.4285714285714285,0.3333333333333333,1.3333333333333333,0.0,0.4285714285714285
low,999,sensor_505_multivar_labeled,single_agent_rl_refactored,34,1479,349,119,0.7637556789500253,0.0887728459530026,0.2222222222222222,0.126865671641791,0.1909190371991247,0.7777777777777778,0.8090809628008753,0.5156515925115488,0.0211609209509627,0.1179802420785105,0.5156515925115488,0.0797979704787591,10,0.9,0.131578947368421,1.2222222222222223,0.0,0.7
low,999,sensor_505_multivar_labeled,or_all,64,1601,227,89,0.8404846037354872,0.2199312714776632,0.4183006535947712,0.2882882882882883,0.12417943107221,0.5816993464052288,0.8758205689277899,0.6470606112612806,0.2218044866391848,0.2757916734225896,0.6470606112612807,0.1369241992491547,10,0.6,0.125,1.5,0.0,0.4
low,999,sensor_505_multivar_labeled,majority,29,1822,6,124,0.934376577486118,0.8285714285714286,0.1895424836601307,0.3085106382978723,0.0032822757111597,0.8104575163398693,0.9967177242888404,0.5931301039744855,0.3774404614069831,0.3196500190466801,0.5931301039744855,0.2196441356283385,10,0.4,0.5714285714285714,4.0,0.0,0.3
low,999,sensor_505_multivar_labeled,v73_confidence_hybrid_reference,31,1809,19,122,0.928823826350328,0.62,0.2026143790849673,0.3054187192118227,0.0103938730853391,0.7973856209150327,0.9896061269146608,0.5961102529998141,0.3271578822014623,0.2901833500622764,0.5090584373793281,0.2025939778589807,10,0.6,0.5,4.833333333333333,3.0,0.3
low,999,sensor_505_multivar_labeled,v75_selective_coordinator,3,1828,0,150,0.9242806663301364,1.0,0.0196078431372549,0.0384615384615384,0.0,0.9803921568627452,1.0,0.5098039215686274,0.134613886769058,0.1731900452488687,0.3367461134709171,0.0877945482130779,10,0.3,1.0,0.0,0.0,0.3
low,999,sensor_505_multivar_labeled,v75_selective_hybrid,31,1809,19,122,0.928823826350328,0.62,0.2026143790849673,0.3054187192118227,0.0103938730853391,0.7973856209150327,0.9896061269146608,0.5961102529998141,0.3271578822014623,0.2901833500622764,0.5091549749002445,0.2002253186218708,10,0.6,0.5,4.833333333333333,3.0,0.3
low,999,sensor_506_multivar_labeled,single_agent_rl_refactored,129,5249,257,94,0.9387327631349276,0.3341968911917098,0.57847533632287,0.4236453201970444,0.0466763530693788,0.42152466367713,0.9533236469306212,0.7658994916267455,0.4103286093013423,0.4096448933573496,0.7658994916267456,0.2097324090738195,16,0.1875,0.1041666666666666,13.666666666666666,4.0,0.125
low,999,sensor_506_multivar_labeled,or_all,135,5289,217,88,0.9467620876243672,0.3835227272727273,0.6053811659192825,0.4695652173913043,0.0394115510352342,0.3946188340807174,0.9605884489647656,0.782984807442024,0.4558503588262247,0.4465059515892573,0.782984807442024,0.2475378826422695,16,0.6875,0.25,3.727272727272727,0.0,0.625
low,999,sensor_506_multivar_labeled,majority,110,5445,61,113,0.9696282073660324,0.6432748538011696,0.4932735426008968,0.5583756345177664,0.0110788231020704,0.5067264573991032,0.9889211768979296,0.7410973597494133,0.548069530850417,0.4946344440732323,0.7410973597494133,0.3370346761594178,16,0.1875,0.3333333333333333,15.666666666666666,8.0,0.125
