scenario,seed,sensor,expert,threshold,best_action,tp,tn,fp,fn,accuracy,precision,recall,f1,fpr,fnr,specificity,balanced_accuracy,mcc,reward,roc_auc,pr_auc,n_events,event_detection_rate,event_precision,mean_detection_delay,median_detection_delay,early_detection_rate
high,42,sensor_506_multivar_labeled,drift,0.25,mean_shift_12_72,0,5217,512,0,0.9106301274218886,0.0,0.0,0.0,0.0893698725781113,0.0,0.9106301274218886,0.4553150637109443,0.0,-0.0089369872578111,,,0,,,,,
high,42,sensor_506_multivar_labeled,flat,0.775,flat_std_w36,0,4890,229,610,0.8535521033339152,0.0,0.0,0.0,0.0447352998632545,1.0,0.9552647001367456,0.4776323500683727,-0.0704382810649091,-0.0044735299863254,0.737552000102479,0.2660835275583254,2,0.0,0.0,,,0.0
high,42,sensor_506_multivar_labeled,dropout,0.75,dropout_w24,211,5428,72,18,0.9842904520858788,0.7455830388692579,0.9213973799126638,0.82421875,0.013090909090909,0.0786026200873362,0.986909090909091,0.9541532354108774,0.8211064389427264,0.757846016395097,0.9743243350535928,0.747436781123692,1,1.0,0.1111111111111111,10.0,10.0,1.0
high,42,sensor_507_multivar_labeled,spike,0.65,z_w21_t3,13,1974,3,7,0.9949924887330996,0.8125,0.65,0.7222222222222223,0.0015174506828528,0.35,0.9984825493171472,0.8242412746585737,0.7242931820393889,0.6417232549317147,0.9759104704097116,0.6336254387134035,19,0.6842105263157895,0.8125,0.0,0.0,0.6842105263157895
high,42,sensor_507_multivar_labeled,drift,0.2749999999999999,ewma_s48_w96_t2.2,24,1666,119,188,0.8462694041061593,0.1678321678321678,0.1132075471698113,0.1352112676056338,0.0666666666666666,0.8867924528301887,0.9333333333333332,0.5232704402515723,0.0556030676459058,0.1133154930816371,0.5416402410020613,0.1207316146481192,1,1.0,0.1458333333333333,2.0,2.0,1.0
high,42,sensor_507_multivar_labeled,flat,0.775,low_range_w24,0,1865,26,106,0.9339008512769154,0.0,0.0,0.0,0.0137493389740877,1.0,0.9862506610259122,0.4931253305129561,-0.0271925872107689,-0.0013749338974087,0.9155158995440168,0.6257517574539396,1,0.0,0.0,,,0.0
high,42,sensor_507_multivar_labeled,dropout,0.7,flat_std_w18,0,1957,40,0,0.9799699549323986,0.0,0.0,0.0,0.0200300450676014,0.0,0.9799699549323986,0.4899849774661993,0.0,-0.0020030045067601,,,0,,,,,
high,42,sensor_508_multivar_labeled,spike,0.7999999999999999,z_w21_t3,14,1915,2,10,0.9938176197836168,0.875,0.5833333333333334,0.7000000000000001,0.0010432968179447,0.4166666666666667,0.9989567031820552,0.7911450182576943,0.7116733089307141,0.6211456703182056,0.9683424621804904,0.6016716689878114,24,0.5833333333333334,0.875,0.0,0.0,0.5833333333333334
high,42,sensor_508_multivar_labeled,drift,0.2249999999999999,ewma_s48_w96_t2.2,0,1760,181,0,0.9067490984028852,0.0,0.0,0.0,0.0932509015971148,0.0,0.9067490984028852,0.4533745492014425,0.0,-0.0093250901597114,,,0,,,,,
high,42,sensor_508_multivar_labeled,flat,0.75,flat_std_w18,0,1933,8,0,0.9958784131890778,0.0,0.0,0.0,0.0041215868109222,0.0,0.9958784131890778,0.4979392065945389,0.0,-0.0004121586810922,,,0,,,,,
high,42,sensor_508_multivar_labeled,dropout,0.7999999999999999,dropout_w24,0,1936,5,0,0.9974240082431736,0.0,0.0,0.0,0.0025759917568263,0.0,0.9974240082431736,0.4987120041215868,0.0,-0.0002575991756826,,,0,,,,,
high,42,sensor_509_multivar_labeled,spike,0.775,z_w21_t3,118,12707,0,20,0.9984429739198132,1.0,0.855072463768116,0.921875,0.0,0.144927536231884,1.0,0.927536231884058,0.9239744312880284,0.8213654891304348,0.9722277347986902,0.9151871704401516,136,0.8529411764705882,1.0,0.0,0.0,0.8529411764705882
high,42,sensor_509_multivar_labeled,drift,0.05,ewma_s48_w96_t2.2,139,10299,1042,1365,0.8126119112495134,0.117696867061812,0.0924202127659574,0.1035381750465549,0.0918790230138435,0.9075797872340424,0.9081209769861563,0.500270594876057,0.0006022134533111,0.0827848703586244,0.5004207397092455,0.1178026577735953,2,1.0,0.1099830795262267,62.0,62.0,1.0
high,42,sensor_509_multivar_labeled,flat,0.675,flat_std_w36,651,11245,915,34,0.9261191124951343,0.4157088122605364,0.9503649635036496,0.5784095957352288,0.0752467105263157,0.0496350364963503,0.9247532894736842,0.9375591264886668,0.6009628673083984,0.6002254579183968,0.9331844266231272,0.4340944984072171,1,1.0,0.027027027027027,17.0,17.0,1.0
high,42,sensor_509_multivar_labeled,dropout,0.875,flat_std_w18,490,12036,296,23,0.97516543402102,0.6234096692111959,0.9551656920077972,0.7544264819091607,0.0240025948751216,0.0448343079922027,0.9759974051248784,0.9655815485663376,0.7607365385481957,0.7171528153556287,0.9752819808558408,0.6054199607025516,1,1.0,0.0232558139534883,12.0,12.0,1.0
high,42,sensor_510_multivar_labeled,spike,0.75,z_w21_t3,87,9490,8,31,0.9959442595673876,0.9157894736842104,0.7372881355932204,0.8169014084507042,0.0008422825858075,0.2627118644067797,0.9991577174141923,0.8682229265037065,0.8197752872029308,0.7260762672748339,0.941663008447809,0.7590554049806365,115,0.7565217391304347,0.9157894736842104,0.0114942528735632,0.0,0.7565217391304347
high,42,sensor_510_multivar_labeled,drift,0.25,slope_w36_t2.2,35,8193,398,990,0.8556572379367721,0.0808314087759815,0.0341463414634146,0.0480109739368998,0.0463275520893958,0.9658536585365852,0.953672447910604,0.4939093946870094,-0.0181275037878474,0.0393407968180869,0.4763159403913909,0.1046286368673991,1,1.0,0.0933734939759036,31.0,31.0,1.0
high,42,sensor_510_multivar_labeled,flat,0.775,flat_std_w36,61,8960,144,451,0.9381239600665556,0.2975609756097561,0.119140625,0.1701534170153416,0.015817223198594,0.880859375,0.984182776801406,0.551661700900703,0.1606034920897273,0.1553636491785077,0.9563734862423108,0.5344091438080453,1,1.0,0.25,81.0,81.0,1.0
high,42,sensor_510_multivar_labeled,dropout,0.85,flat_std_w18,0,9351,265,0,0.9724417637271214,0.0,0.0,0.0,0.0275582362728785,0.0,0.9724417637271214,0.4862208818635607,0.0,-0.0027558236272878,,,0,,,,,
high,42,sensor_511_multivar_labeled,spike,0.75,z_w21_t3,40,4011,1,9,0.997537552327013,0.975609756097561,0.8163265306122449,0.888888888888889,0.0002492522432701,0.1836734693877551,0.9997507477567298,0.9080386391844874,0.8912608573382999,0.7912144973739805,0.9694716869798768,0.8337081573317338,49,0.8163265306122449,0.975609756097561,0.0,0.0,0.8163265306122449
high,42,sensor_511_multivar_labeled,drift,0.25,ewma_s48_w96_t2.2,0,3718,343,0,0.9155380448165475,0.0,0.0,0.0,0.0844619551834523,0.0,0.9155380448165475,0.4577690224082738,0.0,-0.0084461955183452,,,0,,,,,
high,42,sensor_511_multivar_labeled,flat,0.25,low_range_w24,400,3161,468,32,0.8768776163506525,0.4608294930875576,0.925925925925926,0.6153846153846154,0.1289611463213006,0.074074074074074,0.8710388536786994,0.8984823898023127,0.5993978276350533,0.6109291640318584,0.9378147867487217,0.7246679524337768,2,1.0,0.0416666666666666,5.0,5.0,1.0
high,42,sensor_511_multivar_labeled,dropout,0.675,dropout_w24,0,3983,78,0,0.9807929081507016,0.0,0.0,0.0,0.0192070918492982,0.0,0.9807929081507016,0.4903964540753509,0.0,-0.0019207091849298,,,0,,,,,
high,777,sensor_501_multivar_labeled,spike,0.75,z_w21_t3,5,1732,1,7,0.9954154727793696,0.8333333333333334,0.4166666666666667,0.5555555555555556,0.0005770340450086,0.5833333333333334,0.9994229659549914,0.708044816310829,0.5874235900355612,0.4999422965954991,0.8883198692056165,0.3638105216459092,12,0.4166666666666667,0.8333333333333334,0.0,0.0,0.4166666666666667
high,777,sensor_501_multivar_labeled,drift,0.75,ewma_s24_w48_t2.5,0,1373,0,372,0.7868194842406877,0.0,0.0,0.0,0.0,1.0,1.0,0.5,0.0,0.0,0.4897778978612097,0.2074453480343941,2,0.0,0.0,,,0.0
high,777,sensor_501_multivar_labeled,flat,0.775,flat_std_w18,0,1740,5,0,0.997134670487106,0.0,0.0,0.0,0.0028653295128939,0.0,0.997134670487106,0.498567335243553,0.0,-0.0002865329512893,,,0,,,,,
high,777,sensor_501_multivar_labeled,dropout,0.85,dropout_w24,0,1733,12,0,0.9931232091690544,0.0,0.0,0.0,0.0068767908309455,0.0,0.9931232091690544,0.4965616045845272,0.0,-0.0006876790830945,,,0,,,,,
high,777,sensor_502_multivar_labeled,spike,0.675,z_w21_t3,14,1923,2,8,0.994863893168978,0.875,0.6363636363636364,0.7368421052631579,0.001038961038961,0.3636363636363636,0.9989610389610388,0.8176623376623376,0.7438259101012744,0.6536341421736158,0.9253246753246752,0.6734627915418268,22,0.6363636363636364,0.875,0.0,0.0,0.6363636363636364
high,777,sensor_502_multivar_labeled,drift,0.25,ewma_s24_w48_t2.5,0,1864,83,0,0.9573703133025168,0.0,0.0,0.0,0.0426296866974833,0.0,0.9573703133025168,0.4786851566512583,0.0,-0.0042629686697483,,,0,,,,,
high,777,sensor_502_multivar_labeled,flat,0.775,flat_std_w18,13,1533,105,296,0.7940421160760144,0.1101694915254237,0.0420711974110032,0.0608899297423887,0.0641025641025641,0.9579288025889968,0.935897435897436,0.4889843166542196,-0.0337388108123484,0.050136994925933,0.7366993847576371,0.4018583646009575,3,0.6666666666666666,0.3333333333333333,68.0,68.0,0.0
high,777,sensor_502_multivar_labeled,dropout,0.65,flat_std_w18,69,1765,105,8,0.9419619928094504,0.396551724137931,0.8961038961038961,0.549800796812749,0.0561497326203208,0.1038961038961039,0.9438502673796793,0.9199770817417876,0.5738425676273824,0.5701093127555634,0.9393846794916314,0.4160629301708452,1,1.0,0.125,0.0,0.0,1.0
high,777,sensor_505_multivar_labeled,spike,0.825,z_w21_t3,14,1960,0,7,0.9964664310954064,1.0,0.6666666666666666,0.8,0.0,0.3333333333333333,1.0,0.8333333333333333,0.8150424451682624,0.7100000000000001,0.9328231292517006,0.7704277647454741,21,0.6666666666666666,1.0,0.0,0.0,0.6666666666666666
high,777,sensor_505_multivar_labeled,drift,0.725,mean_shift_12_72,4,1713,5,259,0.8667339727410399,0.4444444444444444,0.0152091254752851,0.0294117647058823,0.0029103608847497,0.9847908745247148,0.9970896391152504,0.5061493822952677,0.0620549218151049,0.0841736623384243,0.5131685530526698,0.1498967185507018,2,0.5,0.4,98.0,98.0,0.0
high,777,sensor_505_multivar_labeled,flat,0.7999999999999999,flat_std_w18,0,1722,49,210,0.8692579505300353,0.0,0.0,0.0,0.0276679841897233,1.0,0.9723320158102768,0.4861660079051383,-0.0548396716423383,-0.0027667984189723,0.6928531096232959,0.2486272415107305,2,0.0,0.0,,,0.0
high,777,sensor_505_multivar_labeled,dropout,0.7999999999999999,dropout_w24,59,1901,1,20,0.9893992932862192,0.9833333333333332,0.7468354430379747,0.8489208633093525,0.0005257623554153,0.2531645569620253,0.9994742376445848,0.8731548403412797,0.8521157044158629,0.7535124451650594,0.9315211170120724,0.8319256572249352,1,1.0,0.5,9.0,9.0,1.0
high,777,sensor_506_multivar_labeled,spike,0.7999999999999999,z_w21_t3,44,5668,3,14,0.9970326409495548,0.9361702127659576,0.7586206896551724,0.8380952380952381,0.0005290072297654,0.2413793103448276,0.9994709927702344,0.8790458412127035,0.8413292895762633,0.7451016952313259,0.9689329863370204,0.7729411331138651,58,0.7586206896551724,0.9361702127659576,0.0,0.0,0.7586206896551724
high,777,sensor_506_multivar_labeled,drift,0.05,ewma_s48_w96_t2.2,83,4322,796,528,0.7688950951300402,0.0944254835039817,0.1358428805237315,0.1114093959731543,0.1555295037123876,0.8641571194762684,0.8444704962876124,0.490156688405672,-0.0168607414130258,0.0894979644993974,0.489042396496688,0.1037930340643426,1,1.0,0.1087719298245614,0.0,0.0,1.0
high,777,sensor_506_multivar_labeled,flat,0.3749999999999999,low_range_w24,0,5183,546,0,0.9046954093209983,0.0,0.0,0.0,0.0953045906790015,0.0,0.9046954093209983,0.4523477046604992,0.0,-0.0095304590679001,,,0,,,,,
high,777,sensor_506_multivar_labeled,dropout,0.9,dropout_w24,0,5677,52,0,0.9909233723162856,0.0,0.0,0.0,0.0090766276837144,0.0,0.9909233723162856,0.4954616861581428,0.0,-0.0009076627683714,,,0,,,,,
high,777,sensor_507_multivar_labeled,spike,0.725,z_w21_t3,16,1971,3,7,0.9949924887330996,0.8421052631578947,0.6956521739130435,0.761904761904762,0.0015197568389057,0.3043478260869565,0.9984802431610942,0.8470662085370688,0.7629391043551023,0.6777166088208495,0.951191577463548,0.7087438204749987,23,0.6956521739130435,0.8421052631578947,0.0,0.0,0.6956521739130435
high,777,sensor_507_multivar_labeled,drift,0.25,ewma_s48_w96_t2.2,21,1652,133,191,0.8377566349524287,0.1363636363636363,0.0990566037735849,0.1147540983606557,0.0745098039215686,0.9009433962264152,0.9254901960784314,0.5122733999260082,0.0283438534710222,0.0943598904567591,0.5065892394693727,0.1116754223912874,1,1.0,0.125,6.0,6.0,1.0
high,777,sensor_507_multivar_labeled,flat,0.7999999999999999,flat_std_w36,7,1759,26,205,0.8843264897346019,0.2121212121212121,0.0330188679245283,0.0571428571428571,0.0145658263305322,0.9669811320754716,0.9854341736694678,0.509226520796998,0.0445889545352944,0.0659815452767728,0.6768894350192908,0.3429261345966683,2,0.5,0.5,38.0,38.0,0.0
high,777,sensor_507_multivar_labeled,dropout,0.725,flat_std_w18,0,1955,42,0,0.9789684526790186,0.0,0.0,0.0,0.0210315473209814,0.0,0.9789684526790186,0.4894842263395093,0.0,-0.0021031547320981,,,0,,,,,
high,777,sensor_508_multivar_labeled,spike,0.775,z_w21_t3,15,1918,1,7,0.9958784131890778,0.9375,0.6818181818181818,0.7894736842105263,0.0005211047420531,0.3181818181818182,0.9994788952579468,0.8406485385380643,0.7976456392673567,0.700381501965986,0.9376569235870956,0.6506365600161677,22,0.6818181818181818,0.9375,0.0,0.0,0.6818181818181818
high,777,sensor_508_multivar_labeled,drift,0.25,mean_shift_12_72,8,1580,155,198,0.8181349819680577,0.0490797546012269,0.0388349514563106,0.043360433604336,0.0893371757925072,0.9611650485436892,0.9106628242074928,0.4747488878319017,-0.0560833795382156,0.0295909261697777,0.4631291793738283,0.1027153612617512,1,1.0,0.0434782608695652,44.0,44.0,0.0
high,777,sensor_508_multivar_labeled,flat,0.6,flat_std_w18,0,1879,62,0,0.9680577022153528,0.0,0.0,0.0,0.031942297784647,0.0,0.9680577022153528,0.4840288511076764,0.0,-0.0031942297784647,,,0,,,,,
high,777,sensor_508_multivar_labeled,dropout,0.7,flat_std_w18,59,1859,5,18,0.9881504379185988,0.921875,0.7662337662337663,0.8368794326241135,0.0026824034334763,0.2337662337662337,0.9973175965665236,0.881775681400145,0.8346116641489376,0.7444788842076333,0.9328772086282816,0.7662325643150028,1,1.0,0.5,10.0,10.0,1.0
high,777,sensor_509_multivar_labeled,spike,0.775,z_w21_t3,111,12708,2,24,0.9979758660957572,0.9823008849557522,0.8222222222222222,0.8951612903225806,0.0001573564122738,0.1777777777777777,0.9998426435877262,0.9110324329049742,0.8977557804225285,0.7968186444139633,0.9739207972724888,0.8764059844819554,134,0.8283582089552238,0.9910714285714286,0.0,0.0,0.8283582089552238
high,777,sensor_509_multivar_labeled,drift,0.25,ewma_s24_w48_t2.5,21,11623,880,321,0.90650058388478,0.0233074361820199,0.0614035087719298,0.0337892196299276,0.070383108054067,0.9385964912280702,0.929616891945933,0.4955102003589314,-0.005660304986554,0.0300840060869426,0.5063505226581877,0.0267840324849426,1,1.0,0.0350553505535055,0.0,0.0,1.0
high,777,sensor_509_multivar_labeled,flat,0.75,flat_std_w36,203,10283,1192,1167,0.8163487738419618,0.1455197132616487,0.1481751824817518,0.1468354430379747,0.1038779956427015,0.8518248175182481,0.8961220043572985,0.5221485934195251,0.0439463621302286,0.1219686615365913,0.6498008682791852,0.1851186035108577,2,0.5,0.4,0.0,0.0,0.5
high,777,sensor_509_multivar_labeled,dropout,0.7999999999999999,dropout_w24,983,11554,265,43,0.9760217983651226,0.7876602564102564,0.9580896686159844,0.8645558487247141,0.0224215246636771,0.0419103313840155,0.9775784753363228,0.9678340719761536,0.8564574057858885,0.7923839185060874,0.9843475261279332,0.77814041897283,2,1.0,0.0625,11.5,11.5,1.0
high,777,sensor_510_multivar_labeled,spike,0.85,z_w21_t3,91,9498,0,27,0.9971921797004992,1.0,0.7711864406779662,0.8708133971291866,0.0,0.2288135593220339,1.0,0.8855932203389831,0.876926679018082,0.7732219609115238,0.9501353540977404,0.8384052163189837,114,0.7807017543859649,1.0,0.0,0.0,0.7807017543859649
high,777,sensor_510_multivar_labeled,drift,0.05,slope_w36_t2.2,42,8376,984,214,0.8754159733777038,0.0409356725146198,0.1640625,0.0655226209048362,0.1051282051282051,0.8359375,0.8948717948717949,0.5294671474358974,0.0307295171610931,0.0743314597715487,0.5278908754006411,0.0282744434578922,1,1.0,0.045766590389016,5.0,5.0,1.0
high,777,sensor_510_multivar_labeled,flat,0.4999999999999999,flat_std_w18,405,8277,827,107,0.9028702163061564,0.3287337662337662,0.791015625,0.4644495412844037,0.0908391915641476,0.208984375,0.9091608084358525,0.8500882167179262,0.4703569932195087,0.4865331268566318,0.9003659534957162,0.3620111181474235,1,1.0,0.2432432432432432,11.0,11.0,1.0
high,777,sensor_510_multivar_labeled,dropout,0.825,flat_std_w18,361,8952,280,23,0.9684900166389352,0.5631825273010921,0.9401041666666666,0.7043902439024391,0.0303292894280762,0.0598958333333333,0.9696707105719238,0.9548874386192951,0.7141693483539846,0.6804513099084538,0.972347512953134,0.5468019555133486,1,1.0,0.0416666666666666,12.0,12.0,1.0
high,777,sensor_511_multivar_labeled,spike,0.875,z_w21_t3,35,4011,0,15,0.9963063284905196,1.0,0.7,0.8235294117647058,0.0,0.3,1.0,0.85,0.8350999654592168,0.7305882352941176,0.9651907255048616,0.7856744884159197,49,0.6938775510204082,1.0,0.0,0.0,0.6938775510204082
high,777,sensor_511_multivar_labeled,drift,0.25,ewma_s48_w96_t2.2,47,3227,293,494,0.8062053681359271,0.138235294117647,0.0868761552680221,0.1066969353007945,0.0832386363636363,0.9131238447319778,0.9167613636363636,0.5018187594521929,0.0044627846416131,0.0864878979470476,0.4956089312720551,0.131522570226219,2,1.0,0.1089108910891089,24.0,24.0,1.0
high,777,sensor_511_multivar_labeled,flat,0.7,flat_std_w36,133,3670,175,83,0.9364688500369368,0.4318181818181818,0.6157407407407407,0.5076335877862596,0.0455136540962288,0.3842592592592592,0.9544863459037712,0.7851135433222559,0.4833461351287098,0.4733786985891434,0.900858498290228,0.3851729960003673,1,1.0,0.6428571428571429,13.0,13.0,1.0
high,777,sensor_511_multivar_labeled,dropout,0.875,dropout_w24,145,3873,26,17,0.989411475006156,0.847953216374269,0.8950617283950617,0.8708708708708708,0.0066683765067966,0.1049382716049382,0.9933316234932034,0.9441966759441324,0.8656983084922211,0.786936555215871,0.9915196679110504,0.8270082670316916,1,1.0,0.2,6.0,6.0,1.0
high,999,sensor_501_multivar_labeled,spike,0.775,z_w21_t3,13,1718,1,13,0.9919770773638968,0.9285714285714286,0.5,0.65,0.0005817335660267,0.5,0.9994182664339732,0.7497091332169866,0.6782291995473384,0.5817275409291117,0.9226741844542892,0.5229179763572454,25,0.52,0.9285714285714286,0.0,0.0,0.52
high,999,sensor_501_multivar_labeled,drift,0.2249999999999999,ewma_s48_w96_t2.2,52,1226,147,320,0.732378223495702,0.2613065326633166,0.1397849462365591,0.1821366024518388,0.1070648215586307,0.8602150537634409,0.8929351784413693,0.5163600623389641,0.0421590101382007,0.1523864527179296,0.5315395218068902,0.2229613435249386,2,1.0,0.2564102564102564,9.5,9.5,1.0
high,999,sensor_501_multivar_labeled,flat,0.775,flat_std_w36,0,1647,5,93,0.943839541547278,0.0,0.0,0.0,0.0030266343825665,1.0,0.9969733656174334,0.4984866828087167,-0.0127188202838565,-0.0003026634382566,0.535785883516884,0.0728893226543702,1,0.0,0.0,,,0.0
high,999,sensor_501_multivar_labeled,dropout,0.7999999999999999,flat_std_w18,0,1722,23,0,0.9868194842406875,0.0,0.0,0.0,0.0131805157593123,0.0,0.9868194842406875,0.4934097421203438,0.0,-0.0013180515759312,,,0,,,,,
high,999,sensor_502_multivar_labeled,spike,0.675,z_w21_t3,17,1920,2,8,0.994863893168978,0.8947368421052632,0.68,0.7727272727272727,0.0010405827263267,0.32,0.9989594172736732,0.8394797086368366,0.7776070639701258,0.6858337407704295,0.9418418314255984,0.7000062154071272,24,0.6666666666666666,0.8888888888888888,0.0,0.0,0.6666666666666666
high,999,sensor_502_multivar_labeled,drift,0.05,ewma_s48_w96_t2.2,0,1658,289,0,0.8515665125834617,0.0,0.0,0.0,0.1484334874165382,0.0,0.8515665125834617,0.4257832562917308,0.0,-0.0148433487416538,,,0,,,,,
high,999,sensor_502_multivar_labeled,flat,0.675,flat_std_w18,0,1881,66,0,0.9661016949152542,0.0,0.0,0.0,0.0338983050847457,0.0,0.9661016949152542,0.4830508474576271,0.0,-0.0033898305084745,,,0,,,,,
high,999,sensor_502_multivar_labeled,dropout,0.7999999999999999,dropout_w24,0,1839,108,0,0.9445300462249616,0.0,0.0,0.0,0.0554699537750385,0.0,0.9445300462249616,0.4722650231124807,0.0,-0.0055469953775038,,,0,,,,,
high,999,sensor_505_multivar_labeled,spike,0.675,z_w21_t3,13,1963,1,4,0.9974760222110044,0.9285714285714286,0.7647058823529411,0.8387096774193549,0.0005091649694501,0.2352941176470588,0.99949083503055,0.8820983586917455,0.8414613494141675,0.7460659173333614,0.9799179345872768,0.7924047376851754,17,0.7647058823529411,0.9285714285714286,0.0,0.0,0.7647058823529411
high,999,sensor_505_multivar_labeled,drift,0.05,ewma_s48_w96_t2.2,6,1665,264,46,0.8435133770822817,0.0222222222222222,0.1153846153846153,0.0372670807453416,0.1368584758942457,0.8846153846153846,0.8631415241057543,0.4892630697451848,-0.0100062425628246,0.0410330566946971,0.4884455875902221,0.0262874455296314,1,1.0,0.0303030303030303,0.0,0.0,1.0
high,999,sensor_505_multivar_labeled,flat,0.625,flat_std_w18,80,1876,0,25,0.9873801110550228,1.0,0.7619047619047619,0.8648648648648648,0.0,0.238095238095238,1.0,0.8809523809523809,0.8671130104094402,0.7677606177606177,0.9398136866686972,0.8780107805196328,1,1.0,1.0,9.0,9.0,1.0
high,999,sensor_505_multivar_labeled,dropout,0.7999999999999999,dropout_w24,0,1980,1,0,0.9994952044422007,0.0,0.0,0.0,0.000504795557799,0.0,0.9994952044422007,0.4997476022211004,0.0,-5.047955577990914e-05,,,0,,,,,
high,999,sensor_506_multivar_labeled,spike,0.7999999999999999,z_w21_t3,36,5672,4,17,0.9963344388200384,0.9,0.6792452830188679,0.7741935483870968,0.0007047216349541,0.320754716981132,0.9992952783650458,0.8392702806919569,0.7801659277427663,0.6870902095163585,0.9346902548964856,0.6922747428081548,53,0.6792452830188679,0.9,0.0,0.0,0.6792452830188679
high,999,sensor_506_multivar_labeled,drift,0.25,mean_shift_12_72,80,4520,598,531,0.8029324489439693,0.1179941002949852,0.1309328968903437,0.1241272304111714,0.11684251660805,0.8690671031096563,0.88315748339195,0.5070451901411468,0.0134644906494362,0.101151986135573,0.5142352430272413,0.1109722650988882,1,1.0,0.1229050279329608,53.0,53.0,1.0
high,999,sensor_506_multivar_labeled,flat,0.7,flat_std_w36,29,5115,309,276,0.8978879385582126,0.0857988165680473,0.0950819672131147,0.0902021772939346,0.0569690265486725,0.9049180327868852,0.9430309734513276,0.5190564703322211,0.0363152637581959,0.0762884897765448,0.6528667367861115,0.0929439660416052,1,1.0,0.1176470588235294,133.0,133.0,0.0
high,999,sensor_506_multivar_labeled,dropout,0.9,dropout_w24,209,5451,49,20,0.9879560132658404,0.810077519379845,0.9126637554585152,0.8583162217659138,0.0089090909090909,0.0873362445414847,0.9910909090909092,0.9518773322747124,0.853702252631485,0.7806621452482836,0.971458118300913,0.7665226700349136,1,1.0,0.1111111111111111,9.0,9.0,1.0
high,999,sensor_507_multivar_labeled,spike,0.625,z_w21_t3,11,1974,3,9,0.9939909864797196,0.7857142857142857,0.55,0.6470588235294117,0.0015174506828528,0.45,0.9984825493171472,0.7742412746585736,0.6545695101972633,0.5738818683770929,0.9634041476985332,0.5233160026417193,20,0.55,0.7857142857142857,0.0,0.0,0.55
high,999,sensor_507_multivar_labeled,drift,0.05,slope_w36_t2.2,13,1664,280,40,0.8397596394591887,0.0443686006825938,0.2452830188679245,0.0751445086705202,0.1440329218106996,0.7547169811320755,0.8559670781893004,0.5506250485286125,0.0459952419679143,0.0996519324834305,0.5505425498874136,0.0314121230696292,1,1.0,0.03125,0.0,0.0,1.0
high,999,sensor_507_multivar_labeled,flat,0.75,flat_std_w18,71,1736,49,141,0.9048572859288934,0.5916666666666667,0.3349056603773584,0.4277108433734939,0.0274509803921568,0.6650943396226415,0.9725490196078432,0.6537273399926008,0.398515657671927,0.3789464795920641,0.6628375878653349,0.2880766300945349,2,0.5,0.3333333333333333,18.0,18.0,0.5
high,999,sensor_507_multivar_labeled,dropout,0.75,dropout_w24,62,1898,20,17,0.9814722083124688,0.7560975609756098,0.7848101265822784,0.7701863354037267,0.0104275286757038,0.2151898734177215,0.9895724713242962,0.8871912989532873,0.7606802079927233,0.6943987701851316,0.9242816224706644,0.6595434148676453,1,1.0,0.1428571428571428,9.0,9.0,1.0
high,999,sensor_508_multivar_labeled,spike,0.7999999999999999,z_w21_t3,18,1917,1,5,0.9969088098918084,0.9473684210526316,0.782608695652174,0.8571428571428571,0.0005213764337851,0.217391304347826,0.9994786235662148,0.8910436596091944,0.8595872627872436,0.762550019924454,0.9876909824545496,0.8064026992980926,23,0.782608695652174,0.9473684210526316,0.0,0.0,0.782608695652174
high,999,sensor_508_multivar_labeled,drift,0.75,slope_w36_t2.2,0,1528,1,412,0.7872230808861411,0.0,0.0,0.0,0.000654022236756,1.0,0.999345977763244,0.499672988881622,-0.0117853911303182,-6.540222367560498e-05,0.4796848311289186,0.2067022481494763,2,0.0,0.0,,,0.0
high,999,sensor_508_multivar_labeled,flat,0.525,flat_std_w18,86,1714,124,17,0.927357032457496,0.4095238095238095,0.8349514563106796,0.5495207667731629,0.0674646354733405,0.1650485436893204,0.9325353645266594,0.8837434104186694,0.5538652412917927,0.5524518898223645,0.881308302608365,0.3767710384746007,1,1.0,0.2,6.0,6.0,1.0
high,999,sensor_508_multivar_labeled,dropout,0.75,dropout_w24,60,1800,64,17,0.9582689335394128,0.4838709677419355,0.7792207792207793,0.5970149253731344,0.0343347639484978,0.2207792207792207,0.965665236051502,0.8724430076361407,0.594524602380075,0.5715701189505848,0.9185942812552256,0.4202839493449521,1,1.0,0.5,9.0,9.0,1.0
high,999,sensor_509_multivar_labeled,spike,0.775,z_w21_t3,118,12697,0,30,0.9976644608797196,1.0,0.7972972972972973,0.8872180451127819,0.0,0.2027027027027027,1.0,0.8986486486486487,0.8918620484107627,0.7884373094899411,0.9698508266477076,0.8713248301681715,145,0.8,1.0,0.0,0.0,0.8
high,999,sensor_509_multivar_labeled,drift,0.05,ewma_s48_w96_t2.2,38,11229,1186,392,0.8771506422732581,0.0310457516339869,0.0883720930232558,0.0459492140266021,0.0955296012887635,0.9116279069767442,0.9044703987112364,0.496421245867246,-0.0043848726883564,0.0422926768351694,0.4968323202427671,0.0339159603720345,1,1.0,0.0279605263157894,13.0,13.0,1.0
high,999,sensor_509_multivar_labeled,flat,0.65,flat_std_w36,668,11174,986,17,0.9219151420786298,0.403869407496977,0.9751824817518248,0.5711842667806755,0.0810855263157894,0.0248175182481751,0.9189144736842104,0.9470484777180176,0.599783464905104,0.602059523069819,0.9386661424318096,0.412376554901644,1,1.0,0.0263157894736842,0.0,0.0,1.0
